"chr"	"start"	"end"	"width"	"strand"	"Length"	"ensemblID"	"EntrezID"	"Symbol"	"meanExprs"	"logFC_habenula"	"t_habenula"	"P.Value_habenula"	"adj.P.Val_habenula"	"logFC_amygdala"	"t_amygdala"	"P.Value_amygdala"	"adj.P.Val_amygdala"	"gene_description"	"associated_phenotypes"
"18"	39462765	39531622	68858	"+"	2680	"ENSRNOG00000003829"	"302290"	"Ap3s1"	21.5622227922615	0.256488456871648	4.17955612039777	0.000680866785737714	0.0394997300559226	0.479626392663106	8.34430600989487	4.94485651837268e-07	0.00118565120375602	"adaptor related protein complex 3 subunit sigma 1 [Source:RGD Symbol;Acc:1311115]"	"genetic disease; Neurodevelopmental Disorders; Autistic Disorder; familial adenomatous polyposis 1; Hereditary Neoplastic Syndromes; Experimental Liver Cirrhosis"
"X"	127203823	127213391	9569	"-"	3159	"ENSRNOG00000003984"	"NULL"	NA	8.3000640142155	0.641224402156247	5.29056054853362	6.85348340068355e-05	0.0220566330569698	0.579314361782747	5.90335503589283	2.84633591674691e-05	0.00342461505289591	"apelin [Source:RGD Symbol;Acc:620672]"	"Hypotension; Autistic Disorder; Insulin Resistance; pulmonary hypertension; obesity; Coronary Stenosis; hepatocellular carcinoma; syndromic X-linked intellectual disability Raymond type; ulcerative colitis; Atrial Fibrillation; Crohn's disease; Hyperuricemia; syndromic X-linked intellectual disability Lubs type; hypertension; morbid obesity; genetic disease; diastolic heart failure; Cardiomegaly; Fibrosis; colitis; Oculocerebrorenal Syndrome; Pulmonary Arterial Hypertension; type 2 diabetes mellitus; congestive heart failure"
"7"	47700288	47883968	183681	"+"	4711	"ENSRNOG00000004077"	"246153"	"Kcnc2"	44.4457125780839	1.2838355106052	4.84167466499343	0.000170765419146887	0.0263927203677722	0.297775261213584	4.14822346236403	0.000850711324613528	0.0133500243505697	"potassium voltage-gated channel subfamily C member 2 [Source:RGD Symbol;Acc:628829]"	"glioblastoma; developmental and epileptic encephalopathy; Developmental and Epileptic Encephalopathy 103; early infantile epileptic encephalopathy; genetic disease; Epilepsy"
"3"	39945351	40109124	163774	"+"	3620	"ENSRNOG00000005369"	"50599"	"Kcnj3"	22.1296928824918	0.621340165840901	6.40807842264232	7.87894713637504e-06	0.0131073795840166	0.544974057522692	5.95620217310126	2.58510243830285e-05	0.0033444626708955	"potassium inwardly-rectifying channel, subfamily J, member 3 [Source:RGD Symbol;Acc:2958]"	"Autism Spectrum Disorder; genetic disease; heart pumping trait"
"6"	31178119	31182447	4329	"-"	1660	"ENSRNOG00000006046"	"252833"	"Gdf7"	0.619918215305531	-2.64230445350948	-4.94484215020012	0.000138168257567844	0.0258019425905563	-1.97245404690617	-3.55832054220838	0.00284263994447727	0.0249626613086707	"growth differentiation factor 7 [Source:RGD Symbol;Acc:620105]"	"genetic disease"
"4"	109701815	109717184	15370	"+"	2923	"ENSRNOG00000006093"	"679668"	"LRRTM1"	17.52432897456	1.27756868655777	3.90326597376332	0.00122350103409632	0.0479985135166357	0.369668438125086	3.44906627113591	0.00355858732592477	0.0284426045205704	"leucine rich repeat transmembrane neuronal 1 [Source:RGD Symbol;Acc:1585921]"	"Schizophrenia; genetic disease; complex cortical dysplasia with other brain malformations 9"
"6"	58489010	58520330	31321	"-"	3885	"ENSRNOG00000006368"	"81514"	"Lrrn3"	27.9557044032125	0.618885704817535	4.8491316605272	0.000168164507831112	0.0263927203677722	0.364606081496717	4.01341810288882	0.00111898723075445	0.0151630483791123	"leucine rich repeat neuronal 3 [Source:RGD Symbol;Acc:71066]"	"Speech-Language Disorder 1; Pleomorphic Xanthoastrocytoma; Schizophrenia; Autism Spectrum Disorder; genetic disease"
"5"	55842426	55853967	11542	"+"	2998	"ENSRNOG00000007029"	"65028"	"Dnaja1"	66.8787029059918	0.335832425306814	4.91771854846982	0.000146064888323887	0.0259561031521754	0.471146943603734	6.17312145968705	1.74828614507921e-05	0.00294747249825673	"DnaJ heat shock protein family (Hsp40) member A1 [Source:RGD Symbol;Acc:620942]"	"primary ciliary dyskinesia; genetic disease; frontotemporal dementia and/or amyotrophic lateral sclerosis-6; Acromesomelic Dysplasia, Maroteaux Type; mouth disease; galactosemia"
"7"	106935761	106939689	3929	"+"	1854	"ENSRNOG00000007091"	"362934"	"Ly6e"	18.7390223543403	-0.461080879658846	-4.99566719650419	0.000124529549707007	0.0258019425905563	0.375047407418953	4.00876611954982	0.00112964633275747	0.0152162239555909	"lymphocyte antigen 6 family member E [Source:RGD Symbol;Acc:1565342]"	"genetic disease; epidermolysis bullosa simplex with muscular dystrophy; Holoprosencephaly; pancreatic cancer; human influenza"
"4"	58034189	58061844	27656	"+"	9656	"ENSRNOG00000007281"	"362332"	"Flnc"	2.77038862035092	-0.672284446228246	-5.41567919467439	5.33618041163638e-05	0.0204973487669013	-0.790883207409874	-5.38209944545596	7.50670562867147e-05	0.00492182359018019	"filamin C [Source:RGD Symbol;Acc:1308807]"	"restrictive cardiomyopathy 1; familial hypertrophic cardiomyopathy; Colorectal Neoplasms; genetic disease; hypertrophic cardiomyopathy 1; hypertrophic cardiomyopathy; dilated cardiomyopathy 1B; Heart Block; cardiomyopathy; myofibrillar myopathy 5; hypertrophic cardiomyopathy 26; Wolff-Parkinson-White Syndrome; distal muscular dystrophy 4; restrictive cardiomyopathy; dilated cardiomyopathy; autosomal dominant limb-girdle muscular dystrophy type 2; arrhythmogenic right ventricular cardiomyopathy; Pleomorphic Xanthoastrocytoma; Muscle Weakness; sudden infant death syndrome; Spastic Ataxia; Tetralogy of Fallot; Myofibrillar Myopathy"
"5"	38605153	38610336	5184	"+"	2064	"ENSRNOG00000007506"	"362495"	"Ndufaf4"	15.0771797831499	0.482537886512366	4.78218291582363	0.00019304877895239	0.027059154064138	0.314560920329209	3.47784575318695	0.00335411191808761	0.0274483118971352	"NADH:ubiquinone oxidoreductase complex assembly factor 4 [Source:RGD Symbol;Acc:735162]"	"nuclear type mitochondrial complex I deficiency 15; nuclear type mitochondrial complex I deficiency 1; genetic disease; mitochondrial complex I deficiency"
"13"	84779741	84787928	8188	"-"	3010	"ENSRNOG00000007645"	"116560"	"Kcnj9"	21.7765584920682	0.994634896860373	4.69592974677115	0.000230765071183503	0.0301220531979216	0.544901416029246	6.56217829297836	8.81045889266659e-06	0.00251145323100292	"potassium inwardly-rectifying channel, subfamily J, member 9 [Source:RGD Symbol;Acc:621440]"	"gastrointestinal stromal tumor; familial hemiplegic migraine; genetic disease; EAST syndrome; AUTOIMMUNE INTERSTITIAL LUNG, JOINT, AND KIDNEY DISEASE; parathyroid carcinoma"
"5"	95766118	95920499	154382	"-"	7676	"ENSRNOG00000007894"	"29365"	"Mpdz"	26.1225598856785	0.389461765201244	5.62624374172689	3.51764367510786e-05	0.0204352391347954	0.392594775622209	4.39820092932485	0.000513612693013077	0.0103765911425181	"multiple PDZ domain crumbs cell polarity complex component [Source:RGD Symbol;Acc:3105]"	"Nonsyndromic Deafness; genetic disease; Hydrocephalus; Congenital Hydrocephalus 2, with or without Brain or Eye Anomalies; Autism Spectrum Disorder"
"4"	119590771	119778232	187462	"-"	3338	"ENSRNOG00000008678"	"362393"	"Antxr1"	5.28492969548723	-0.980261193255941	-5.17554914626147	8.6405255221762e-05	0.0240609834040867	-1.06148652760109	-5.40789072956759	7.14893543983134e-05	0.0048554639564513	"ANTXR cell adhesion molecule 1 [Source:RGD Symbol;Acc:1307144]"	"genetic disease; hepatocellular carcinoma; colorectal carcinoma; breast cancer; Experimental Mammary Neoplasms; gallbladder carcinoma; Infantile Capillary Hemangioma; Experimental Melanoma; Neoplasm Metastasis; GAPO syndrome; triple-receptor negative breast cancer; colorectal cancer"
"3"	167711840	167734465	22626	"+"	2586	"ENSRNOG00000009531"	"362285"	"Col9a3"	12.6900394953644	-0.649892216842427	-4.94649910056823	0.0001377002938442	0.0258019425905563	-1.08695627935021	-4.74277137696962	0.000258651411860365	0.0076352434441042	"collagen type IX alpha 3 chain [Source:RGD Symbol;Acc:1310255]"	"benign familial infantile seizures 6; Intervertebral Disc Disease; neuronal ceroid lipofuscinosis; Stickler Syndrome, Type VI; genetic disease; osteochondrodysplasia; Retinal Detachment; Hearing Loss; Stickler syndrome; Autosomal Dominant Nocturnal Frontal Lobe Epilepsy; Autoinflammation, Immune Dysregulation, and Eosinophilia; Epilepsy; multiple epiphyseal dysplasia 3; developmental and epileptic encephalopathy; developmental and epileptic encephalopathy 33; multiple epiphyseal dysplasia; early infantile epileptic encephalopathy; sensorineural hearing loss; connective tissue disease"
"2"	68628780	68850995	222216	"+"	3169	"ENSRNOG00000009771"	"29181"	"Cdh10"	17.4641869611814	0.456783723328023	6.84452502944511	3.54339654668588e-06	0.0118406139004055	0.275517247075654	3.7735182641521	0.00182736397027782	0.0197003282915343	"cadherin 10 [Source:RGD Symbol;Acc:619741]"	"Autistic Disorder; Neurodevelopmental Disorders; genetic disease; Autism Spectrum Disorder"
"3"	21337855	21414949	77095	"-"	3520	"ENSRNOG00000010150"	"84476"	"Strbp"	68.4479654271767	0.217155358079901	4.34881326330305	0.000476485335471048	0.035382742155779	0.192115592247691	4.30285636935214	0.00062223168105388	0.011488268563375	"spermatid perinuclear RNA binding protein [Source:RGD Symbol;Acc:620673]"	"Animal Disease Models; genetic disease; lung adenocarcinoma"
"2"	39789250	39856845	67596	"+"	1316	"ENSRNOG00000010450"	"361895"	"Elovl7"	13.7877447483717	-0.479332956648321	-4.06556944224766	0.00086673286345199	0.0418274024114561	-0.711790747230198	-3.39237137803555	0.00399855158804127	0.0301751580546493	"ELOVL fatty acid elongase 7 [Source:RGD Symbol;Acc:1310560]"	"genetic disease; Neurodevelopmental Disorders"
"4"	148835053	148863153	28101	"+"	4423	"ENSRNOG00000010473"	"192226"	"Cand2"	3.60615931995098	-0.43749045940181	-4.94673325497275	0.000137634294109848	0.0258019425905563	-0.358301462658238	-3.78013305760624	0.00180275292084232	0.0195714072783843	"cullin-associated and neddylation-dissociated 2 (putative) [Source:RGD Symbol;Acc:620480]"	"genetic disease; Familial Cerebral Cavernous Malformation; Postoperative Atrial Fibrillation; Atrial Fibrillation"
"15"	20134377	20348380	214004	"+"	3957	"ENSRNOG00000010489"	"305826"	"Samd4a"	16.7531657190937	-0.391261964794867	-4.20756673277947	0.000641730592506215	0.0383265164523835	-0.484012471527173	-5.51532432057873	5.83857739522295e-05	0.0043708690882778	"sterile alpha motif domain containing 4A [Source:RGD Symbol;Acc:1310361]"	"genetic disease; head and neck squamous cell carcinoma; dystonia 5; substance-related disorder"
"8"	44706263	44718186	11924	"+"	4471	"ENSRNOG00000010944"	"192235"	"Hyou1"	46.2446239074803	0.258299397050238	5.06209974758098	0.000108758696519517	0.0253848540046806	0.25045700600573	4.94598638456433	0.000173627589985729	0.00663461632118505	"hypoxia up-regulated 1 [Source:RGD Symbol;Acc:621146]"	"spinocerebellar ataxia type 17; Glycogen Storage Disease IB; Chromosome 11, Partial Trisomy 11q; Long QT Syndrome 10; immunodeficiency 17; immunodeficiency 59; inflammatory bowel disease 28; CD3epsilon deficiency; genetic disease; isolated microphthalmia 5; immunodeficiency 18; Dwarfism; Schizophrenia; Immunodeficiency 19"
"4"	84224002	84265904	41903	"-"	2047	"ENSRNOG00000011145"	"64680"	"Crhr2"	1.08832914156382	-1.26264281535443	-5.01547087048658	0.000119596658318813	0.0258019425905563	-1.02403080180231	-4.86720897502436	0.000202523713404134	0.00685968151191066	"corticotropin releasing hormone receptor 2 [Source:RGD Symbol;Acc:70547]"	"Ehlers-Danlos syndrome kyphoscoliotic type 2; Pneumococcal Pneumonia; genetic disease; Pleomorphic Xanthoastrocytoma; asthma; Cocaine-Related Disorders; Inflammation; alcohol preference; depressive disorder; anxiety disorder; Pneumonia; Anorexia; Fetal Hypoxia; Rhinitis; Left Ventricular Hypertrophy; Hypotension; Charcot-Marie-Tooth disease type 2; functional colonic disease; Irritable Bowel Syndrome; hypertension; Ischemia; lung disease; Muscular Atrophy; colitis; drinking behavior trait; drinking behavior trait; body mass; drinking behavior trait"
"5"	71911135	72065443	154309	"-"	4861	"ENSRNOG00000011425"	"362524"	"Ptpn3"	23.6307485525007	1.96543190753967	4.27723076922023	0.000553994665031033	0.0364415073359783	0.542224648135325	3.74196131445844	0.00194952404028057	0.0204473619993772	"protein tyrosine phosphatase, non-receptor type 3 [Source:RGD Symbol;Acc:1311363]"	"prostate cancer; genetic disease; diastolic heart failure"
"17"	7955603	7985240	29638	"-"	4624	"ENSRNOG00000012216"	"116487"	"Tgfbi"	1.71807038059088	-0.933880811906152	-5.40639200936609	5.43586575992306e-05	0.0204973487669013	-0.73179230066974	-3.2703334157511	0.00513821158885972	0.0349940541195476	"transforming growth factor, beta induced [Source:RGD Symbol;Acc:620017]"	"kidney disease; Reis-Bucklers corneal dystrophy; epithelial-stromal TGFBI dystrophy; Lattice Corneal Dystrophy, Type IIIA; Spontaneous Abortions; Diabetic Nephropathies; granular corneal dystrophy 2; Neurodevelopmental Disorders; granular corneal dystrophy; Hereditary Neoplastic Syndromes; granular corneal dystrophy 1; Lattice Corneal Dystrophy Type 1; Sepsis; corneal dystrophy; familial adenomatous polyposis 1; Thiel-Behnke corneal dystrophy; genetic disease; epithelial basement membrane dystrophy; Tubulointerstitial Fibrosis"
"1"	28620293	28701796	81504	"-"	5767	"ENSRNOG00000012324"	"108349256"	"Soga3"	21.9907992484964	0.264182698307506	4.22345369204345	0.00062055508876302	0.0378086800061519	0.222067649595528	3.9846098825318	0.00118667534154282	0.0155504618507263	"SOGA family member 3 [Source:RGD Symbol;Acc:11479453]"	""
"1"	138084634	138125595	40962	"-"	2177	"ENSRNOG00000012683"	"361601"	"Abhd17c"	7.4546451144527	-0.491319871382601	-3.88773752097565	0.00126459494565493	0.0481750749621841	0.23693238723382	3.10889650551788	0.00715442905780472	0.0430916368773617	"abhydrolase domain containing 17C, depalmitoylase [Source:RGD Symbol;Acc:1308210]"	"genetic disease; colorectal cancer; Bloom Syndrome; tyrosinemia type I"
"9"	78815460	78958139	142680	"-"	6367	"ENSRNOG00000013213"	"316539"	"Epha4"	38.9733631563704	0.8850326052277	4.03396355958364	0.000926834340064318	0.0426599122694067	0.366485834976817	3.38101994339408	0.00409296016611687	0.0306712510329024	"Eph receptor A4 [Source:RGD Symbol;Acc:1560587]"	"toxic encephalopathy; Alzheimer's Disease; Spinal Cord Injuries; Gliosis; genetic disease; Neurodevelopmental Disorders; Generalized Epilepsy; Brain Injuries; Hyperalgesia; Brain Hypoxia-Ischemia"
"16"	44258372	44421812	163441	"+"	6864	"ENSRNOG00000013248"	"498630"	"Wwc2"	7.64790173564446	-0.332307034203546	-5.38715851156682	5.64846515420258e-05	0.0204973487669013	-0.303990891735803	-4.90639509717822	0.000187577104306245	0.00674226026155892	"WW and C2 domain containing 2 [Source:RGD Symbol;Acc:1559427]"	"Long QT Syndrome; genetic disease"
"8"	115794537	115883228	88692	"-"	4685	"ENSRNOG00000013265"	"81810"	"Tgfbr2"	6.41855244419144	-0.645992240703269	-4.77729675936447	0.000195006434561329	0.027059154064138	-0.516957132080197	-3.79405049384947	0.00175205846824309	0.0192927740773508	"transforming growth factor, beta receptor 2 [Source:RGD Symbol;Acc:69651]"	"multiple acyl-CoA dehydrogenase deficiency; Dissecting Aneurysm; Radiation Injuries; LOEYS-DIETZ SYNDROME 2; DiGeorge Syndrome; vasculogenic impotence; connective tissue disease; Cleft Soft Palate; inguinal hernia; Fatigue; Ehlers-Danlos Syndrome; Experimental Liver Cirrhosis; Prostatic Neoplasms; Brain Neoplasms; Loeys-Dietz Syndrome, Type 1b; bone disease; Carcinoma; esophageal cancer; Craniofacial Abnormalities; Colonic Neoplasms; colon cancer; Marfan Syndrome Type 2; Arteriosclerosis; kidney disease; mismatch repair cancer syndrome; Pulmonary Fibrosis; gastrointestinal stromal tumor; Microsatellite Instability; Bone Fractures; Marfan Syndrome; Diabetic Nephropathies; Neoplasm Metastasis; Myocardial Infarction; migraine; prostate cancer; Wolff-Parkinson-White Syndrome; Carotid Artery Injuries; Loeys-Dietz syndrome; hereditary nonpolyposis colorectal cancer type 6; genetic disease; hepatocellular carcinoma; familial thoracic aortic aneurysm 1; colorectal cancer; Lynch syndrome; Hepatoblastoma; Reperfusion Injury; Eye Abnormalities; Experimental Arthritis; Lung Neoplasms; Experimental Mammary Neoplasms; Bone Neoplasms; membranoproliferative glomerulonephritis; type 2 diabetes mellitus; Hyperplasia; Loeys-Dietz syndrome 1; thoracic aortic aneurysm; pancreatic ductal carcinoma; pancreatic cancer; pulmonary hypertension; Cholangiocarcinoma; Esophageal Neoplasms; Aortic Aneurysm"
"16"	23037789	23046759	8971	"-"	2618	"ENSRNOG00000014149"	"29358"	"Npy1r"	7.44421905190141	1.17711802414717	4.89771854976378	0.000152182967483713	0.0259561031521754	0.456917513769788	4.79136123168436	0.000235039497943987	0.00735400736263695	"neuropeptide Y receptor Y1 [Source:RGD Symbol;Acc:3198]"	"neural tube defect; Toothache; genetic disease; Stroke; Experimental Diabetes Mellitus; hypertension; Myocardial Reperfusion Injury; Anorexia; Atherosclerosis; temporal lobe epilepsy; depressive disorder; visual epilepsy; Wallerian Degeneration; peripheral artery disease; amphetamine abuse; Dehydration; anxiety disorder; substance-induced psychosis; obesity; childhood absence epilepsy"
"1"	167331633	167430231	98599	"+"	3252	"ENSRNOG00000014448"	"29657"	"Arntl"	10.9055476128511	0.467701561068538	5.35526517857463	6.02009113983066e-05	0.020527282196794	0.415610687006157	4.17983240961824	0.000797903477543827	0.0129682600221812	"basic helix-loop-helix ARNT like 1 [Source:RGD Symbol;Acc:62003]"	"decreased systemic arterial diastolic blood pressure; decreased mean systemic arterial blood pressure; Hyperargininemia; Premature Aging; Female Infertility; Intellectual Disability; Chemical and Drug Induced Liver Injury; increased heart rate; decreased systemic arterial systolic blood pressure; abnormal urine sodium level; Diabetes Mellitus; Experimental Diabetes Mellitus; genetic disease; Myocardial Ischemia; primary ovarian insufficiency; Multiple Abnormalities; decreased food intake; decreased body weight; Brain Hypoxia-Ischemia; chronic myeloid leukemia; Cholestasis"
"16"	79518312	79527040	8729	"+"	8711	"ENSRNOG00000014605"	"290907"	"Lig4"	8.09497670587639	0.499514280651985	6.3940328345658	8.08769533150546e-06	0.0131073795840166	0.304157495026575	4.90374626620785	0.000188550663384437	0.00674226026155892	"DNA ligase 4 [Source:RGD Symbol;Acc:1304639]"	"prostate cancer; high grade glioma; thyroid gland papillary carcinoma; colorectal cancer; Anal Atresia, Hypospadias, and Penoscrotal Inversion; DNA ligase IV deficiency; Severe Combined Immunodeficiency with Sensitivity to Ionizing Radiation; genetic disease; pancreatic cancer; Multiple Myeloma; severe combined immunodeficiency"
"10"	56866249	56890945	24697	"-"	3505	"ENSRNOG00000014870"	"266998"	"Slc13a5"	3.0772334147479	1.1353968469089	6.27158619302316	1.01700957463203e-05	0.0141601633107933	0.444638978812231	5.0688371504434	0.000136771857062961	0.0063146747747742	"solute carrier family 13 member 5 [Source:RGD Symbol;Acc:631374]"	"Generalized Epilepsy; Dyskeratosis Congenita; very long chain acyl-CoA dehydrogenase deficiency; Leber Congenital Amaurosis 4; microcephaly; congenital myasthenic syndrome 2A; Myoclonic-Atonic Epilepsy; developmental and epileptic encephalopathy 25; Developmental Disabilities; fatty liver disease; Common Variable Immunodeficiency; genetic disease; nervous system integrity trait"
"9"	83875561	84001895	126335	"+"	5466	"ENSRNOG00000015365"	"363265"	"Col4a3"	2.69446985125699	0.775227666291207	4.65474113053317	0.000251357044420457	0.0306545510815839	-0.444953307161233	-3.23565406207218	0.00551737033520847	0.0364536494913622	"collagen type IV alpha 3 chain [Source:RGD Symbol;Acc:71085]"	"Stickler syndrome; chronic kidney disease; Atypical Hemolytic Uremic Syndrome; Benign Familial Hematuria 1; Proteinuria; autosomal dominant Alport syndrome; Benign Familial Hematuria 2; Lung Carcinoid Tumors; focal segmental glomerulosclerosis; kidney disease; Alport syndrome; Hematuria; genetic disease; Hearing Loss; benign familial hematuria; Glomerulonephritis; Nephrotic Syndrome; autosomal recessive Alport syndrome; nephrotic syndrome type 2"
"1"	241397983	241416322	18340	"-"	3789	"ENSRNOG00000015727"	"309380"	"Loxl4"	0.365965986052624	-1.91635960344603	-4.6328490099262	0.000263056796284453	0.0313939496594331	-1.45033562354859	-3.62139703771189	0.0024970345115553	0.0234128734103497	"lysyl oxidase-like 4 [Source:RGD Symbol;Acc:1308588]"	"urinary bladder cancer; genetic disease; Autism Spectrum Disorder"
"2"	227500367	227645169	144803	"-"	3696	"ENSRNOG00000015987"	"310909"	"Rap1gds1"	64.5293952114715	0.78302270904436	4.13151389004617	0.00075371025600364	0.0410050577189772	0.294482208331166	5.71060347289548	4.05673977696521e-05	0.00369873272303543	"Rap1 GTPase-GDP dissociation stimulator 1 [Source:RGD Symbol;Acc:1308558]"	"genetic disease"
"4"	118618269	118700894	82626	"+"	4766	"ENSRNOG00000016182"	"24827"	"Tgfa"	5.33768606203755	-0.487760740183442	-4.220837720618	0.000623992515477514	0.0378086800061519	-0.688455755102259	-4.93442260367429	0.000177587720755598	0.00666889064448252	"transforming growth factor alpha [Source:RGD Symbol;Acc:3849]"	"Knee Osteoarthritis; Liver Neoplasms; acute kidney failure; Nerve Degeneration; genetic disease; pulmonary hypertension; gallbladder carcinoma; Right Ventricular Hypertrophy; Genetic Predisposition to Disease; Stomach Neoplasms; lung non-small cell carcinoma; Prostatic Neoplasms; papilloma; Hepatoblastoma; pancreatic cancer; Insulinoma; Pulmonary Edema; Animal Mammary Neoplasms; hepatocellular carcinoma; Pulmonary Fibrosis; Inflammation; Experimental Mammary Neoplasms; Mucositis; Gastroenteritis; Nonsyndromic Deafness; Experimental Liver Neoplasms; psoriasis; Head and Neck Neoplasms; Lung Injury; Stroke; pituitary gland mass; liver integrity trait; liver integrity trait"
