"chr"	"start"	"end"	"width"	"strand"	"Length"	"ensemblID"	"EntrezID"	"Symbol"	"meanExprs"	"logFC"	"t"	"P.Value"	"adj.P.Val"	"associated_phenotypes"
"8"	67635479	67662802	27324	"-"	4554	"ENSRNOG00000018184"	"24851"	"Tpm1"	24.2668354667312	0.341819981220924	7.13152422534068	3.35493128445592e-06	0.00182318051647111	"cardiomyopathy; dilated cardiomyopathy; Tetralogy of Fallot; atrial heart septal defect 1; Experimental Liver Cirrhosis; catecholaminergic polymorphic ventricular tachycardia 1; Ventricular Tachycardia; Dilated Cardiomyopathy with Left Ventricular Noncompaction; Pulmonary Atresia with Intact Ventricular Septum; hypertrophic cardiomyopathy 1; Esophageal Neoplasms; familial hypertrophic cardiomyopathy; esophagus squamous cell carcinoma; hypertrophic cardiomyopathy; Keloid; dilated cardiomyopathy 1Y; Long QT Syndrome; Bloom Syndrome; colorectal cancer; left ventricular noncompaction; hypertension; hypertrophic cardiomyopathy 3; genetic disease"
"3"	65417453	65492217	74765	"-"	5406	"ENSRNOG00000007518"	"58823"	"Nckap1"	121.608318087729	0.329605873628635	7.20457319191052	2.97343868960872e-06	0.00182318051647111	"Intellectual Disability; genetic disease; Developmental Disabilities; Autism Spectrum Disorder; Autistic Disorder; Neurodevelopmental Disorders"
"2"	196205238	196287739	82502	"+"	4353	"ENSRNOG00000020330"	"310785"	"Wdr47"	39.1705109524649	0.325444501125546	7.16933654465962	3.15143597936235e-06	0.00182318051647111	"hereditary spastic paraplegia 63; Autistic Disorder; genetic disease"
"6"	14004630	14063549	58920	"-"	1671	"ENSRNOG00000007907"	"362691"	"Tmem178a"	15.4370012501706	0.80362229159853	7.08666584793492	3.61435107528712e-06	0.00182995690199689	"genetic disease; Experimental Liver Cirrhosis; Lynch syndrome; Neurodevelopmental Disorders"
"6"	128410316	128417522	7207	"+"	1602	"ENSRNOG00000019584"	"114587"	"Dlk1"	4.38138397662622	-1.15265539720391	-7.03038893228187	3.96987197637327e-06	0.00195084179356602	"hepatocellular carcinoma; genetic disease; Kagami-Ogata syndrome; Silver-Russell Syndrome 1; high grade glioma; myelodysplastic syndrome; Biliary Atresia; Fetal Growth Retardation; Experimental Autoimmune Encephalomyelitis"
"1"	82953434	82955616	2183	"+"	821	"ENSRNOG00000018850"	"361528"	"Ttc9b"	20.7953337842042	0.565691233676611	6.995182992688	4.21076193027651e-06	0.00201009743803029	"Maple Syrup Urine Disease; Carpenter Syndrome 2; craniosynostosis; type 2 diabetes mellitus; congenital hypoplastic anemia; genetic disease; maturity-onset diabetes of the young type 1; Diamond-Blackfan Anemia"
"15"	75786994	75797589	10596	"-"	2336	"ENSRNOG00000068487"	"692032"	"Mzt1"	12.2150473124811	0.49602600439348	6.95460838415943	4.50750576857762e-06	0.0020919835105943	"chromosome 13q14 deletion syndrome; genetic disease"
"6"	48960883	48964139	3257	"+"	3257	"ENSRNOG00000065519"	"NULL"	NA	5.14132745214084	0.597306897939231	6.90573048429689	4.89432261639618e-06	0.0021249257693056	"Pleomorphic Xanthoastrocytoma; breast ductal carcinoma; genetic disease"
"6"	119487621	119498227	10607	"+"	4030	"ENSRNOG00000004060"	"24242"	"Calm1"	627.82832786527	0.400903961831855	6.8978319344958	4.96002543709112e-06	0.0021249257693056	"catecholaminergic polymorphic ventricular tachycardia 4; type 2 diabetes mellitus; LONG QT SYNDROME 14; Phencyclidine Abuse; Familial Ventricular Tachycardia; catecholaminergic polymorphic ventricular tachycardia 1; achondrogenesis type IA; catecholaminergic polymorphic ventricular tachycardia; Alzheimer's Disease; Cocaine-Related Disorders; Weight Gain; cannabis abuse"
"6"	79467961	79822815	354855	"+"	3012	"ENSRNOG00000005550"	"314164"	"Lrfn5"	25.7519004873501	0.316532052680016	6.90430112762993	4.90614458088341e-06	0.0021249257693056	"brain-lung-thyroid syndrome; genetic disease"
"13"	67389044	67421272	32229	"-"	5025	"ENSRNOG00000000040"	"305101"	"RGD1304622"	3.04061288646566	-0.852289297388301	-6.82090799774372	5.65037970539969e-06	0.0022043213933272	"autosomal recessive chronic granulomatous disease 2; gastrointestinal stromal tumor; genetic disease; 1q24 Deletion Syndrome; parathyroid carcinoma"
"9"	56126747	56427508	300762	"-"	7545	"ENSRNOG00000021384"	"301415"	"Ankrd44"	6.27579477681071	-0.61897115485668	-6.85363783634269	5.34509360132304e-06	0.0022043213933272	"Neurodevelopmental Disorders; genetic disease"
"6"	52738758	52765547	26790	"-"	1903	"ENSRNOG00000005046"	"366602"	"Tspan13"	84.8609559107617	0.442790438509922	6.84391831570094	5.43390610610531e-06	0.0022043213933272	"Pleomorphic Xanthoastrocytoma; genetic disease"
"10"	79572317	79602533	30217	"+"	3187	"ENSRNOG00000003524"	"287633"	"Lrrc59"	24.5055330035034	0.376866016614079	6.81854870754932	5.67307995649207e-06	0.0022043213933272	"hepatocellular carcinoma; Ovarian Neoplasms; glioblastoma; genetic disease; Lymphatic Metastasis; lung non-small cell carcinoma"
"8"	45003538	45051522	47985	"-"	7737	"ENSRNOG00000026985"	"171434"	"Phldb1"	25.852125744748	-0.724163602136243	-6.72485809117402	6.65630583915868e-06	0.00247141239912585	"high grade glioma; immunodeficiency 17; isolated microphthalmia 5; immunodeficiency 18; Long QT Syndrome 10; Dwarfism; inflammatory bowel disease 28; Bardet-Biedl Syndrome; Glycogen Storage Disease IB; Immunodeficiency 19; genetic disease; Chromosome 11, Partial Trisomy 11q; CD3epsilon deficiency"
"3"	63786650	63843237	56588	"+"	2275	"ENSRNOG00000004544"	"295686"	"Ube2e3"	30.1860738197142	0.463970740444671	6.73486488858605	6.5432655528544e-06	0.00247141239912585	"genetic disease"
"13"	99461286	99472242	10957	"+"	7100	"ENSRNOG00000069472"	"NULL"	NA	1.5942857828716	-1.28438199402547	-6.65679383773449	7.48148233678499e-06	0.00251145323100292	""
"8"	15374471	15399162	24692	"+"	3976	"ENSRNOG00000026643"	"315447"	"Chordc1"	21.3994021737203	0.7912103450213	6.65451139771318	7.51094188187633e-06	0.00251145323100292	"Intellectual Disability; genetic disease; chronic myeloid leukemia; Neurodevelopmental Disorders"
"3"	124201877	124220162	18286	"-"	2975	"ENSRNOG00000006705"	"311456"	"Mkks"	7.04656503774393	0.70605477657017	6.64289260123179	7.66279881300661e-06	0.00251145323100292	"Bardet-Biedl syndrome 1; Alagille Syndrome; genetic disease; fundus dystrophy; Bardet-Biedl Syndrome; congenital myasthenic syndrome 18; developmental and epileptic encephalopathy 12; McKusick Kaufman Syndrome; congenital heart disease; BARDET-BIEDL SYNDROME 2/6, DIGENIC; obesity; Nephronophthisis; Bardet-Biedl Syndrome 6"
"6"	75832530	75836802	4273	"+"	3906	"ENSRNOG00000048145"	"25033"	"Sstr1"	5.09735140799401	0.698904527928616	6.55498765642343	8.92107213127854e-06	0.00251145323100292	"genetic disease; pancreatic cancer; brain-lung-thyroid syndrome; neuroendocrine tumor; Experimental Diabetes Mellitus; Status Epilepticus"
"6"	122545061	122563644	18584	"+"	3108	"ENSRNOG00000009117"	"314405"	"Otub2"	3.1266981487868	0.655517291881078	6.5442960411981	9.08823281688679e-06	0.00251145323100292	"Experimental Liver Cirrhosis; achondrogenesis type IA; DICER1 syndrome; genetic disease"
"13"	84779741	84787928	8188	"-"	3010	"ENSRNOG00000007645"	"116560"	"Kcnj9"	21.7765584920682	0.544901416029246	6.56217829297836	8.81045889266659e-06	0.00251145323100292	"EAST syndrome; gastrointestinal stromal tumor; parathyroid carcinoma; genetic disease; familial hemiplegic migraine; AUTOIMMUNE INTERSTITIAL LUNG, JOINT, AND KIDNEY DISEASE"
"4"	42102941	42109566	6626	"-"	4813	"ENSRNOG00000024636"	"64020"	"Gpr85"	9.80120995718272	0.516095584992676	6.55068472620166	8.98795747344841e-06	0.00251145323100292	"Pleomorphic Xanthoastrocytoma; genetic disease; Neurodevelopmental Disorders"
"10"	25176234	25181641	5408	"-"	3005	"ENSRNOG00000003256"	"25405"	"Ccng1"	51.6368310008741	0.507866247804103	6.59950756386268	8.25882935898495e-06	0.00251145323100292	"head and neck cancer; hepatocellular carcinoma; Alzheimer's Disease; cervix uteri carcinoma in situ; Uterine Cervical Neoplasms; localized osteosarcoma; breast cancer; Muscular Atrophy; ovarian cancer; lung cancer; hereditary breast ovarian cancer syndrome; genetic disease; pancreatic cancer; Liver Metastasis; ovarian serous carcinoma; Breast Adenocarcinoma; Experimental Liver Cirrhosis; ovarian carcinoma; ovary epithelial cancer; urinary bladder cancer; Lung Neoplasms; traumatic brain injury; Reperfusion Injury; Leiomyoma; sarcoma; papillomavirus infectious disease; lung metastasis; Experimental Liver Neoplasms"
"6"	106913530	106921345	7816	"+"	1398	"ENSRNOG00000048981"	"681996"	"Ahsa1"	48.7265853392214	0.501125367314205	6.65771027322332	7.46968790216892e-06	0.00251145323100292	"hereditary sensory and autonomic neuropathy type 1C; genetic disease"
"19"	52336751	52402397	65647	"-"	2497	"ENSRNOG00000026791"	"292098"	"Pgbd5"	23.9483496813597	0.495971158789159	6.68561186949502	7.11975331725306e-06	0.00251145323100292	"congenital disorder of glycosylation type IIq; parathyroid carcinoma; Neoplastic Cell Transformation; gastrointestinal stromal tumor; rhabdoid cancer"
"12"	34172780	34186651	13872	"-"	1962	"ENSRNOG00000008673"	"288669"	"Arpc3"	27.1701849571236	0.429852110074523	6.5761097452788	8.60021326237148e-06	0.00251145323100292	"Diabetes Mellitus; Parkinson's disease"
"X"	10183068	10210918	27851	"-"	2046	"ENSRNOG00000003858"	"302526"	"Atp6ap2"	108.330002500421	0.429837416563492	6.59725612679736	8.29105372077354e-06	0.00251145323100292	"ornithine carbamoyltransferase deficiency; syndromic X-linked intellectual disability Lubs type; X-linked parkinsonism-spasticity syndrome; syndromic X-linked intellectual disability Najm type; Fibrosis; hypertension; syndromic X-linked intellectual disability Hedera type; Neurodevelopmental Disorders; Congenital Disorder of Glycosylation Type IIr; Autistic Disorder; genetic disease; Craniofacial Abnormalities"
"10"	13704998	13715669	10672	"-"	2853	"ENSRNOG00000012620"	"302975"	"Syngr3"	39.9167371230398	0.419481052146	6.53212617335646	9.28249798644782e-06	0.00251145323100292	"idiopathic generalized epilepsy; genetic disease; Epilepsy; short-rib thoracic dysplasia 9 with or without polydactyly; Tuberous Sclerosis 2"
"1"	79180793	79212612	31820	"-"	3158	"ENSRNOG00000017692"	"308398"	"Ppp1r37"	29.2181613856106	0.337463484434571	6.6205625916381	7.96373814807877e-06	0.00251145323100292	"genetic disease"
"2"	165947521	166069510	121990	"-"	7315	"ENSRNOG00000054204"	"29627"	"Gria2"	106.322387628144	0.298972243132593	6.52983875642174	9.3194936750168e-06	0.00251145323100292	"Death; Cocaine-Related Disorders; withdrawal disorder; visual epilepsy; genetic disease; Status Epilepticus; allergic rhinitis; Hyperkinesis; Olfaction Disorders; Neurodevelopmental Disorders; NEURODEVELOPMENTAL DISORDER WITH LANGUAGE IMPAIRMENT AND BEHAVIORAL ABNORMALITIES"
"15"	3760030	3804981	44952	"+"	3111	"ENSRNOG00000054782"	"24675"	"Ppp3cb"	103.401368763274	0.287690553046638	6.53108275667879	9.29935467390059e-06	0.00251145323100292	"Schizophrenia; Reperfusion Injury; genetic disease; Wilson disease; focal segmental glomerulosclerosis; Right Ventricular Hypertrophy; Left Ventricular Hypertrophy; Aortic Valve Stenosis; cardiac hypertrophy"
"10"	65170560	65262804	92245	"+"	7371	"ENSRNOG00000004093"	"303350"	"Rnf135"	12.3345230102079	0.285895405757576	6.53246078719674	9.2770989736951e-06	0.00251145323100292	"Neurofibromatosis 1; Developmental Disabilities; chromosome 17q11.2 deletion syndrome; Growth Disorders; Cerebral Palsy; Autism Spectrum Disorder; genetic disease; Motor Neuron Disease; lumbar vertebra mineral mass"
"9"	111083745	111158193	74449	"+"	6266	"ENSRNOG00000014876"	"316737"	"Lpin2"	19.5495041789249	0.37057019264178	6.50595776193865	9.71506834692049e-06	0.00253624003031793	"hypertrophic cardiomyopathy; Intellectual Disability; Majeed Syndrome; Chediak-Higashi syndrome; genetic disease; chromosome 18p deletion syndrome; facioscapulohumeral muscular dystrophy 2; Holoprosencephaly 4; Neurodevelopmental Disorders; psoriasis"
"8"	64083380	64121900	38521	"+"	4311	"ENSRNOG00000008424"	"171435"	"Aagab"	12.197795940556	0.342387121251536	6.50614186486794	9.71195255309227e-06	0.00253624003031793	"palmoplantar keratosis; genetic disease; neuronal ceroid lipofuscinosis; thoracic aortic aneurysm; Bloom Syndrome; colorectal cancer"
"14"	34873820	34889265	15446	"+"	3045	"ENSRNOG00000002196"	"100361733"	"Ociad2"	13.2942264706187	0.511042588495573	6.46126389536963	1.05032815374009e-05	0.00261923623771484	"genetic disease"
"1"	202786627	202817587	30961	"+"	2845	"ENSRNOG00000020660"	"29271"	"Cfl1"	132.576802676011	0.342912362825566	6.46690394866374	1.04002341435637e-05	0.00261923623771484	"Neoplasm Metastasis; Hyperalgesia; spina bifida; pre-malignant neoplasm; genetic disease; Optic Nerve Injuries; glycogen storage disease V; Bardet-Biedl Syndrome; Intellectual Disability; Diabetic Cardiomyopathies; Myocardial Infarction; Brain Compression; esophagus squamous cell carcinoma; Hypertensive Nephropathy; gallbladder carcinoma; Vitamin B 12 Deficiency; impotence; Recurrent Infections, with Encephalopathy, Hepatic Dysfunction, and Cardiovascular Malformations; Diabetic Nephropathies; Muscular Atrophy; Neoplasm Invasiveness; Nephrotic Syndrome; West syndrome; Aicardi-Goutieres Syndrome 3; Breast Neoplasms; Neuralgia; Cocaine-Related Disorders; Status Epilepticus; Ureteral Obstruction"
"X"	142706338	142718575	12238	"-"	9272	"ENSRNOG00000062783"	"302473"	"Slitrk4"	9.11220952085449	0.325935410586738	6.46918108350797	1.03589293275763e-05	0.00261923623771484	"syndromic X-linked intellectual disability Lubs type; Autistic Disorder; genetic disease"
"1"	181384357	181387705	3349	"+"	1450	"ENSRNOG00000019721"	"293491"	"Ypel3"	53.7327622142194	0.424651681830813	6.45165330125133	1.06813386196794e-05	0.00262446773025889	"Autistic Disorder; genetic disease; atrial heart septal defect; Autism Spectrum Disorder; chromosome 16p11.2 deletion syndrome; Neurodevelopmental Disorders; Experimental Liver Cirrhosis; 16p11.2 Deletion Syndrome; chromosome 16p11.2 duplication syndrome; Schizophrenia; coronin-1A deficiency; Glycogen Storage Disease XII; Spondylocostal Dysostosis 5; episodic kinesigenic dyskinesia 1"
"6"	40062926	40080613	17688	"+"	3205	"ENSRNOG00000050197"	"286906"	"Pdia6"	36.2926824357818	0.414294260220436	6.40625598727224	1.15660837902666e-05	0.00280066852127208	"genetic disease; Kidney mass; Kidney mass"
"6"	61329863	61702992	373130	"+"	8284	"ENSRNOG00000004067"	"497815"	"Nrcam"	98.9227978204773	0.404775553423882	6.38996082216532	1.19020503450554e-05	0.00284084938807407	"Colorectal Neoplasms; NEURODEVELOPMENTAL DISORDER WITH NEUROMUSCULAR AND SKELETAL ABNORMALITIES; substance-related disorder; Breast Neoplasms; Pleomorphic Xanthoastrocytoma; Autism Spectrum Disorder; Autistic Disorder; High Myopia; genetic disease"
"12"	21641969	21669930	27962	"-"	2509	"ENSRNOG00000029165"	"116470"	"Stx1a"	22.0171041707705	0.761847597502424	6.37942054440685	1.21247815208329e-05	0.00285325140352219	"Autistic Disorder; Autism Spectrum Disorder; Schizophrenia; Hirschsprung's disease; Neurodevelopmental Disorders; Creutzfeldt-Jakob disease; Pleomorphic Xanthoastrocytoma; sickle cell anemia; Epilepsy; genetic disease; disease of mental health; intestinal volvulus; Volvulus Of Midgut; Williams-Beuren syndrome"
"5"	146955607	146978601	22995	"-"	3296	"ENSRNOG00000000151"	"500564"	"Ldlrap1"	9.77252743784578	-0.980290127148459	-6.33826181916828	1.30370810982489e-05	0.00286944771579725	"familial hypercholesterolemia; genetic disease; rigid spine muscular dystrophy 1; Retinitis Pigmentosa 59; Hyperlipoproteinemia Type II; autosomal recessive hypercholesterolemia; Hypercholesterolemia"
"3"	14309640	14424881	115242	"-"	5193	"ENSRNOG00000008258"	"192348"	"Fnbp1"	49.6059375591514	-0.735338258229337	-6.33760047889748	1.30523118506459e-05	0.00286944771579725	"primary coenzyme Q10 deficiency 7; genetic disease"
"3"	47338501	47822195	483695	"-"	3978	"ENSRNOG00000007528"	"170739"	"Kcnh7"	12.3227228393398	0.624212661668969	6.35395012656647	1.26811671264695e-05	0.00286944771579725	"Autistic Disorder; genetic disease"
