"chr"	"start"	"end"	"width"	"strand"	"Length"	"ensemblID"	"EntrezID"	"Symbol"	"meanExprs"	"logFC"	"t"	"P.Value"	"adj.P.Val"	"gene_description"	"associated_phenotypes"
"10"	93366136	93833131	466996	"+"	4997	"ENSRNOG00000024557"	"287776"	"Cep112"	7.88626856088382	-0.519196529196988	-7.97581664491829	8.67463873541013e-07	0.00130488988958961	"centrosomal protein 112 [Source:RGD Symbol;Acc:1564168]"	"genetic disease; spermatogenic failure 44"
"4"	155960946	156025472	64527	"-"	3946	"ENSRNOG00000008376"	"25551"	"Slc2a3"	33.6721925974292	0.49258500149909	7.73188434236311	1.27020047023161e-06	0.00130488988958961	"solute carrier family 2 member 3 [Source:RGD Symbol;Acc:3706]"	"Lymphoproliferative Syndrome 2; Peroxisome Biogenesis Disorder 2B; Fetal Growth Retardation; Diabetes Mellitus; lipid storage disease; cataract; juvenile rheumatoid arthritis; Klippel-Feil syndrome 3; type 2 diabetes mellitus; Autism Spectrum Disorder; allergic contact dermatitis; Experimental Diabetes Mellitus; Temtamy Syndrome; Acanthosis Nigricans; developmental and epileptic encephalopathy 21; Reperfusion Injury; Germ Cell and Embryonal Neoplasms; Hyperphosphatemic Familial Tumoral Calcinosis 1; genetic disease; hypertension; Alzheimer's Disease; Insulin Resistance"
"1"	28615606	28630309	14704	"-"	4152	"ENSRNOG00000042309"	"292199"	"Kiaa0408L"	28.4462572903246	0.397874596888806	7.70387650295474	1.32769500377205e-06	0.00130488988958961	"Kiaa0408-like [Source:RGD Symbol;Acc:1307525]"	"genetic disease"
"9"	54876141	54960325	84185	"+"	5708	"ENSRNOG00000011677"	"363229"	"Slc39a10"	31.0154532562304	0.381193756836464	7.7241012029838	1.28591024539036e-06	0.00130488988958961	"solute carrier family 39 member 10 [Source:RGD Symbol;Acc:1307321]"	"genetic disease; Neurodevelopmental Disorders; Neoplasm Invasiveness"
"5"	19329413	19333806	4394	"+"	1966	"ENSRNOG00000064562"	"NULL"	NA	13.7691925798853	0.371887808711529	8.0616900397083	7.59832983803942e-07	0.00130488988958961	NA	""
"9"	49344781	49416900	72120	"+"	7030	"ENSRNOG00000056246"	"24398"	"Gls"	59.850228467607	0.315404473285885	7.8800651607499	1.00664036485474e-06	0.00130488988958961	"glutaminase [Source:RGD Symbol;Acc:2707]"	"Spontaneous Abortions; Neurodevelopmental Disorders; Lymphangioleiomyomatosis; Tracheoesophageal Fistula; Global Developmental Delay, Progressive Ataxia, and Elevated Glutamine; Experimental Liver Cirrhosis; Osteoarthritis; developmental and epileptic encephalopathy 71; Infantile Cataract, Skin Abnormalities, Glutamate Excess, and Impaired Intellectual Development; IMMUNODEFICIENCY 31B; genetic disease"
"2"	183185552	183194847	9296	"+"	3033	"ENSRNOG00000048617"	"60334"	"Ensa"	52.0660365534967	0.440898500050654	7.64094110081443	1.46709994353629e-06	0.00136179476981135	"endosulfine alpha [Source:RGD Symbol;Acc:62007]"	"parathyroid carcinoma; genetic disease; MHC class II deficiency; IMMUNODEFICIENCY 42; gastrointestinal stromal tumor; Spinal Cord Injuries; severe congenital neutropenia 3; Myocardial Ischemia; severe congenital neutropenia 5; insulin secretion trait"
"13"	99213203	99361777	148575	"+"	4366	"ENSRNOG00000064615"	"NULL"	NA	2.02865450681726	-1.10616030247598	-7.59049082040057	1.58993299474985e-06	0.00139813686717265	NA	""
"3"	18055405	18059891	4487	"+"	2587	"ENSRNOG00000018294"	"25617"	"Hspa5"	137.37136300977	0.714350945412859	7.34990265300304	2.34356268752476e-06	0.00156624981532655	"heat shock protein family A (Hsp70) member 5 [Source:RGD Symbol;Acc:2843]"	"Ureteral Obstruction; Reperfusion Injury; chronic myeloid leukemia; obesity; transient cerebral ischemia; hepatocellular carcinoma; Myocardial Infarction; Contrast-Induced Nephropathy; neuronal ceroid lipofuscinosis; Peripheral Nerve Injuries; Zika fever; Diabetic Nephropathies; rheumatoid arthritis; Nerve Degeneration; inflammatory bowel disease; respiratory allergy; Asbestosis; myeloid neoplasm; Chronic Intermittent Hypoxia; Spinal Cord Reperfusion Injury; Pulmonary Fibrosis; high grade glioma; fatty liver disease; Hematologic Neoplasms; Spinal Cord Injuries; genetic disease; esophagus squamous cell carcinoma; experimental autoimmune myocarditis; visual epilepsy; Dopamine Beta Hydroxylase Deficiency; Breast Neoplasms; Temporomandibular Joint Osteoarthritis; Diabetic Cardiomyopathies; Acute Experimental Pancreatitis; Chemical and Drug Induced Liver Injury; spinocerebellar ataxia type 17; Myocardial Reperfusion Injury; Acute Lung Injury; post-traumatic stress disorder; Female Infertility"
"2"	75816122	75864043	47922	"-"	2046	"ENSRNOG00000066065"	"64160"	"Basp1"	114.114471333107	0.597764242137181	7.35595560740653	2.32058243484749e-06	0.00156624981532655	"brain abundant, membrane attached signal protein 1 [Source:RGD Symbol;Acc:621491]"	"Experimental Mammary Neoplasms; Animal Mammary Neoplasms; genetic disease; Carcinoma; Neurodevelopmental Disorders"
"3"	106726036	106734600	8565	"+"	1813	"ENSRNOG00000005284"	"81677"	"Itpka"	19.4749749772809	0.564204513502294	7.36983979417993	2.26875960131401e-06	0.00156624981532655	"inositol-trisphosphate 3-kinase A [Source:RGD Symbol;Acc:619950]"	"Bloom Syndrome; genetic disease; colorectal cancer"
"5"	67681297	67801170	119874	"-"	7466	"ENSRNOG00000018126"	"313210"	"Abca1"	18.5020523570167	-0.49241864469292	-7.36432151165685	2.28920964334268e-06	0.00156624981532655	"ATP binding cassette subfamily A member 1 [Source:RGD Symbol;Acc:631344]"	"High Myopia; Hypoalphalipoproteinemias; breast carcinoma; Tangier Disease; premature menopause; Walker-Warburg Syndrome; Metabolic Syndrome; extrahepatic cholestasis; proximal symphalangism; Chronic Hepatitis C; aortic atherosclerosis; Hepatomegaly; Colorectal Neoplasms; hepatocellular carcinoma; Hyperlipoproteinemia Type II; acute promyelocytic leukemia; fatty liver disease; obesity; primary biliary cholangitis; liver cancer; Hypercholesterolemia; Delayed Hypersensitivity; Alzheimer's Disease; Coronary Disease; membranous glomerulonephritis; familial hypercholesterolemia; peripheral nervous system disease; Atherosclerosis; genetic disease; non-alcoholic steatohepatitis; hypolipoproteinemia; familial hyperlipidemia; primary hypoalphalipoproteinemia 1; type 2 diabetes mellitus; Coronary Artery Disease"
"14"	94996990	95004980	7991	"-"	3734	"ENSRNOG00000005464"	"360983"	"Lgalsl"	21.1115349527772	0.387917149379177	7.40554315541455	2.14099804692409e-06	0.00156624981532655	"galectin-like [Source:RGD Symbol;Acc:1307414]"	"Experimental Liver Cirrhosis; genetic disease"
"2"	153324273	153381081	56809	"-"	3745	"ENSRNOG00000010768"	"361959"	"Kpna4"	28.1513554308366	0.341941702704021	7.44642783085704	2.00391915532142e-06	0.00156624981532655	"karyopherin subunit alpha 4 [Source:RGD Symbol;Acc:1311483]"	"genetic disease"
"6"	109665523	109679809	14287	"-"	6300	"ENSRNOG00000062383"	"65162"	"Dio2"	6.34017668259046	0.553532108376646	7.27593637200185	2.64448995396627e-06	0.00169938992887955	"iodothyronine deiodinase 2 [Source:RGD Symbol;Acc:68418]"	"Mesothelioma; Endometriosis; Insulin Resistance; type 2 diabetes mellitus; genetic disease; Autism Spectrum Disorder; Metabolic Syndrome; thyroid gland disease; obesity; hypertension; blood thyroid-stimulating hormone amount"
"3"	157198872	157328325	129454	"-"	5213	"ENSRNOG00000012175"	"311658"	"Nfatc2"	4.44083652300549	-0.854920967561532	-7.11842956004922	3.42857700277517e-06	0.00182318051647111	"nuclear factor of activated T-cells 2 [Source:RGD Symbol;Acc:1307690]"	"nervous system disease; pulmonary hypertension; JOINT CONTRACTURES, OSTEOCHONDROMAS, AND B-CELL LYMPHOMA; dilated cardiomyopathy 1A; genetic disease; type 2 diabetes mellitus"
"5"	9659213	9684684	25472	"-"	3252	"ENSRNOG00000021663"	"500393"	"Vxn"	46.4057469410739	0.795695972318565	7.15043720166528	3.25147782444259e-06	0.00182318051647111	"vexin [Source:RGD Symbol;Acc:1561849]"	""
"5"	146354152	146355331	1180	"-"	657	"ENSRNOG00000015967"	"NULL"	NA	50.3904147094451	0.379874004895055	7.10741320542362	3.49184681153192e-06	0.00182318051647111	"SH3 domain binding glutamate-rich protein like 3 [Source:RGD Symbol;Acc:1308118]"	"Experimental Liver Cirrhosis; genetic disease; Retinitis Pigmentosa 59; autosomal recessive hypercholesterolemia"
"8"	67635479	67662802	27324	"-"	4554	"ENSRNOG00000018184"	"24851"	"Tpm1"	24.2668354667312	0.341819981220924	7.13152422534068	3.35493128445592e-06	0.00182318051647111	"tropomyosin 1 [Source:RGD Symbol;Acc:3898]"	"colorectal cancer; left ventricular noncompaction; dilated cardiomyopathy 1Y; Long QT Syndrome; dilated cardiomyopathy; Experimental Liver Cirrhosis; Dilated Cardiomyopathy with Left Ventricular Noncompaction; Esophageal Neoplasms; cardiomyopathy; hypertrophic cardiomyopathy 3; hypertrophic cardiomyopathy 1; hypertrophic cardiomyopathy; genetic disease; Tetralogy of Fallot; Bloom Syndrome; Ventricular Tachycardia; familial hypertrophic cardiomyopathy; Keloid; hypertension; Pulmonary Atresia with Intact Ventricular Septum; esophagus squamous cell carcinoma; catecholaminergic polymorphic ventricular tachycardia 1; atrial heart septal defect 1"
"3"	65417453	65492217	74765	"-"	5406	"ENSRNOG00000007518"	"58823"	"Nckap1"	121.608318087729	0.329605873628635	7.20457319191052	2.97343868960872e-06	0.00182318051647111	"NCK-associated protein 1 [Source:RGD Symbol;Acc:61939]"	"Intellectual Disability; Autistic Disorder; Autism Spectrum Disorder; genetic disease; Developmental Disabilities; Neurodevelopmental Disorders"
"2"	196205238	196287739	82502	"+"	4353	"ENSRNOG00000020330"	"310785"	"Wdr47"	39.1705109524649	0.325444501125546	7.16933654465962	3.15143597936235e-06	0.00182318051647111	"WD repeat domain 47 [Source:RGD Symbol;Acc:1309181]"	"hereditary spastic paraplegia 63; Autistic Disorder; genetic disease"
"6"	14004630	14063549	58920	"-"	1671	"ENSRNOG00000007907"	"362691"	"Tmem178a"	15.4370012501706	0.80362229159853	7.08666584793492	3.61435107528712e-06	0.00182995690199689	"transmembrane protein 178A [Source:RGD Symbol;Acc:1303057]"	"genetic disease; Lynch syndrome; Experimental Liver Cirrhosis; Neurodevelopmental Disorders"
"6"	128410316	128417522	7207	"+"	1602	"ENSRNOG00000019584"	"114587"	"Dlk1"	4.38138397662622	-1.15265539720391	-7.03038893228187	3.96987197637327e-06	0.00195084179356602	"delta like non-canonical Notch ligand 1 [Source:RGD Symbol;Acc:619931]"	"myelodysplastic syndrome; hepatocellular carcinoma; Kagami-Ogata syndrome; Silver-Russell Syndrome 1; Biliary Atresia; genetic disease; Fetal Growth Retardation; high grade glioma; Experimental Autoimmune Encephalomyelitis"
"1"	82953434	82955616	2183	"+"	821	"ENSRNOG00000018850"	"361528"	"Ttc9b"	20.7953337842042	0.565691233676611	6.995182992688	4.21076193027651e-06	0.00201009743803029	"tetratricopeptide repeat domain 9B [Source:RGD Symbol;Acc:1306256]"	"craniosynostosis; Diamond-Blackfan Anemia; Maple Syrup Urine Disease; congenital hypoplastic anemia; genetic disease; type 2 diabetes mellitus; Carpenter Syndrome 2; maturity-onset diabetes of the young type 1"
"15"	75786994	75797589	10596	"-"	2336	"ENSRNOG00000068487"	"692032"	"Mzt1"	12.2150473124811	0.49602600439348	6.95460838415943	4.50750576857762e-06	0.0020919835105943	"mitotic spindle organizing protein 1 [Source:RGD Symbol;Acc:1592140]"	"chromosome 13q14 deletion syndrome; genetic disease"
"6"	48960883	48964139	3257	"+"	3257	"ENSRNOG00000065519"	"NULL"	NA	5.14132745214084	0.597306897939231	6.90573048429689	4.89432261639618e-06	0.0021249257693056	"coiled-coil domain containing 71-like [Source:RGD Symbol;Acc:1560812]"	"Pleomorphic Xanthoastrocytoma; genetic disease; breast ductal carcinoma"
"6"	119487621	119498227	10607	"+"	4030	"ENSRNOG00000004060"	"24242"	"Calm1"	627.82832786527	0.400903961831855	6.8978319344958	4.96002543709112e-06	0.0021249257693056	"calmodulin 1 [Source:RGD Symbol;Acc:2257]"	"Alzheimer's Disease; cannabis abuse; catecholaminergic polymorphic ventricular tachycardia; Weight Gain; Familial Ventricular Tachycardia; type 2 diabetes mellitus; catecholaminergic polymorphic ventricular tachycardia 1; catecholaminergic polymorphic ventricular tachycardia 4; Phencyclidine Abuse; Cocaine-Related Disorders; LONG QT SYNDROME 14; achondrogenesis type IA"
"6"	79467961	79822815	354855	"+"	3012	"ENSRNOG00000005550"	"314164"	"Lrfn5"	25.7519004873501	0.316532052680016	6.90430112762993	4.90614458088341e-06	0.0021249257693056	"leucine rich repeat and fibronectin type III domain containing 5 [Source:RGD Symbol;Acc:1309357]"	"brain-lung-thyroid syndrome; genetic disease"
"13"	67389044	67421272	32229	"-"	5025	"ENSRNOG00000000040"	"305101"	"RGD1304622"	3.04061288646566	-0.852289297388301	-6.82090799774372	5.65037970539969e-06	0.0022043213933272	"similar to 6820428L09 protein [Source:RGD Symbol;Acc:1304622]"	""
"9"	56126747	56427508	300762	"-"	7545	"ENSRNOG00000021384"	"301415"	"Ankrd44"	6.27579477681071	-0.61897115485668	-6.85363783634269	5.34509360132304e-06	0.0022043213933272	"ankyrin repeat domain 44 [Source:RGD Symbol;Acc:1561893]"	"Neurodevelopmental Disorders; genetic disease"
"6"	52738758	52765547	26790	"-"	1903	"ENSRNOG00000005046"	"366602"	"Tspan13"	84.8609559107617	0.442790438509922	6.84391831570094	5.43390610610531e-06	0.0022043213933272	"tetraspanin 13 [Source:RGD Symbol;Acc:1311788]"	"genetic disease; Pleomorphic Xanthoastrocytoma"
"10"	79572317	79602533	30217	"+"	3187	"ENSRNOG00000003524"	"287633"	"Lrrc59"	24.5055330035034	0.376866016614079	6.81854870754932	5.67307995649207e-06	0.0022043213933272	"leucine rich repeat containing 59 [Source:RGD Symbol;Acc:1305092]"	"Lymphatic Metastasis; Ovarian Neoplasms; genetic disease; hepatocellular carcinoma; lung non-small cell carcinoma; glioblastoma"
"8"	45003538	45051522	47985	"-"	7737	"ENSRNOG00000026985"	"171434"	"Phldb1"	25.852125744748	-0.724163602136243	-6.72485809117402	6.65630583915868e-06	0.00247141239912585	"pleckstrin homology-like domain, family B, member 1 [Source:RGD Symbol;Acc:620878]"	"CD3epsilon deficiency; high grade glioma; genetic disease; immunodeficiency 17; Dwarfism; Bardet-Biedl Syndrome; immunodeficiency 18; Glycogen Storage Disease IB; isolated microphthalmia 5; Immunodeficiency 19; inflammatory bowel disease 28; Long QT Syndrome 10; Chromosome 11, Partial Trisomy 11q"
"3"	63786650	63843237	56588	"+"	2275	"ENSRNOG00000004544"	"295686"	"Ube2e3"	30.1860738197142	0.463970740444671	6.73486488858605	6.5432655528544e-06	0.00247141239912585	"ubiquitin-conjugating enzyme E2E 3 [Source:RGD Symbol;Acc:1308894]"	"genetic disease"
"13"	99461286	99472242	10957	"+"	7100	"ENSRNOG00000069472"	"NULL"	NA	1.5942857828716	-1.28438199402547	-6.65679383773449	7.48148233678499e-06	0.00251145323100292	NA	""
"8"	15374471	15399162	24692	"+"	3976	"ENSRNOG00000026643"	"315447"	"Chordc1"	21.3994021737203	0.7912103450213	6.65451139771318	7.51094188187633e-06	0.00251145323100292	"cysteine and histidine rich domain containing 1 [Source:RGD Symbol;Acc:1304679]"	"chronic myeloid leukemia; genetic disease; Neurodevelopmental Disorders; Intellectual Disability"
"3"	124201877	124220162	18286	"-"	2975	"ENSRNOG00000006705"	"311456"	"Mkks"	7.04656503774393	0.70605477657017	6.64289260123179	7.66279881300661e-06	0.00251145323100292	"MKKS centrosomal shuttling protein [Source:RGD Symbol;Acc:1308814]"	"fundus dystrophy; congenital heart disease; genetic disease; Nephronophthisis; Bardet-Biedl Syndrome 6; McKusick Kaufman Syndrome; Bardet-Biedl syndrome 1; Bardet-Biedl Syndrome; obesity; congenital myasthenic syndrome 18; Alagille Syndrome; BARDET-BIEDL SYNDROME 2/6, DIGENIC; developmental and epileptic encephalopathy 12"
"6"	75832530	75836802	4273	"+"	3906	"ENSRNOG00000048145"	"25033"	"Sstr1"	5.09735140799401	0.698904527928616	6.55498765642343	8.92107213127854e-06	0.00251145323100292	"somatostatin receptor 1 [Source:RGD Symbol;Acc:3762]"	"Experimental Diabetes Mellitus; Status Epilepticus; brain-lung-thyroid syndrome; genetic disease; pancreatic cancer; neuroendocrine tumor"
"6"	122545061	122563644	18584	"+"	3108	"ENSRNOG00000009117"	"314405"	"Otub2"	3.1266981487868	0.655517291881078	6.5442960411981	9.08823281688679e-06	0.00251145323100292	"OTU deubiquitinase, ubiquitin aldehyde binding 2 [Source:RGD Symbol;Acc:1306688]"	"DICER1 syndrome; genetic disease; Experimental Liver Cirrhosis; achondrogenesis type IA"
"13"	84779741	84787928	8188	"-"	3010	"ENSRNOG00000007645"	"116560"	"Kcnj9"	21.7765584920682	0.544901416029246	6.56217829297836	8.81045889266659e-06	0.00251145323100292	"potassium inwardly-rectifying channel, subfamily J, member 9 [Source:RGD Symbol;Acc:621440]"	"parathyroid carcinoma; familial hemiplegic migraine; gastrointestinal stromal tumor; genetic disease; EAST syndrome; AUTOIMMUNE INTERSTITIAL LUNG, JOINT, AND KIDNEY DISEASE"
"4"	42102941	42109566	6626	"-"	4813	"ENSRNOG00000024636"	"64020"	"Gpr85"	9.80120995718272	0.516095584992676	6.55068472620166	8.98795747344841e-06	0.00251145323100292	"G protein-coupled receptor 85 [Source:RGD Symbol;Acc:71011]"	"Pleomorphic Xanthoastrocytoma; genetic disease; Neurodevelopmental Disorders"
"10"	25176234	25181641	5408	"-"	3005	"ENSRNOG00000003256"	"25405"	"Ccng1"	51.6368310008741	0.507866247804103	6.59950756386268	8.25882935898495e-06	0.00251145323100292	"cyclin G1 [Source:RGD Symbol;Acc:2295]"	"Muscular Atrophy; Liver Metastasis; genetic disease; ovarian cancer; sarcoma; head and neck cancer; Experimental Liver Cirrhosis; hereditary breast ovarian cancer syndrome; lung metastasis; hepatocellular carcinoma; Leiomyoma; localized osteosarcoma; lung cancer; urinary bladder cancer; pancreatic cancer; cervix uteri carcinoma in situ; ovarian carcinoma; Breast Adenocarcinoma; ovary epithelial cancer; ovarian serous carcinoma; Reperfusion Injury; Lung Neoplasms; Alzheimer's Disease; Uterine Cervical Neoplasms; papillomavirus infectious disease; breast cancer; Experimental Liver Neoplasms; traumatic brain injury"
"6"	106913530	106921345	7816	"+"	1398	"ENSRNOG00000048981"	"681996"	"Ahsa1"	48.7265853392214	0.501125367314205	6.65771027322332	7.46968790216892e-06	0.00251145323100292	"activator of Hsp90 ATPase activity 1 [Source:RGD Symbol;Acc:1589285]"	"hereditary sensory and autonomic neuropathy type 1C; genetic disease"
"19"	52336751	52402397	65647	"-"	2497	"ENSRNOG00000026791"	"292098"	"Pgbd5"	23.9483496813597	0.495971158789159	6.68561186949502	7.11975331725306e-06	0.00251145323100292	"piggyBac transposable element derived 5 [Source:RGD Symbol;Acc:1310825]"	"gastrointestinal stromal tumor; Neoplastic Cell Transformation; rhabdoid cancer; parathyroid carcinoma; congenital disorder of glycosylation type IIq"
"12"	34172780	34186651	13872	"-"	1962	"ENSRNOG00000008673"	"288669"	"Arpc3"	27.1701849571236	0.429852110074523	6.5761097452788	8.60021326237148e-06	0.00251145323100292	"actin related protein 2/3 complex, subunit 3 [Source:RGD Symbol;Acc:1311985]"	"Diabetes Mellitus; Parkinson's disease"
"X"	10183068	10210918	27851	"-"	2046	"ENSRNOG00000003858"	"302526"	"Atp6ap2"	108.330002500421	0.429837416563492	6.59725612679736	8.29105372077354e-06	0.00251145323100292	"ATPase H+ transporting accessory protein 2 [Source:RGD Symbol;Acc:1561269]"	"Prenatal Exposure Delayed Effects; syndromic X-linked intellectual disability Najm type; Craniofacial Abnormalities; ornithine carbamoyltransferase deficiency; syndromic X-linked intellectual disability Hedera type; Congenital Disorder of Glycosylation Type IIr; X-linked parkinsonism-spasticity syndrome; hypertension; syndromic X-linked intellectual disability Lubs type; genetic disease; Autistic Disorder; Fibrosis; Neurodevelopmental Disorders"
"10"	13704998	13715669	10672	"-"	2853	"ENSRNOG00000012620"	"302975"	"Syngr3"	39.9167371230398	0.419481052146	6.53212617335646	9.28249798644782e-06	0.00251145323100292	"synaptogyrin 3 [Source:RGD Symbol;Acc:1311801]"	"genetic disease; idiopathic generalized epilepsy; short-rib thoracic dysplasia 9 with or without polydactyly; Epilepsy; Tuberous Sclerosis 2"
"1"	79180793	79212612	31820	"-"	3158	"ENSRNOG00000017692"	"308398"	"Ppp1r37"	29.2181613856106	0.337463484434571	6.6205625916381	7.96373814807877e-06	0.00251145323100292	"protein phosphatase 1, regulatory subunit 37 [Source:RGD Symbol;Acc:1595870]"	"genetic disease"
"2"	165947521	166069510	121990	"-"	7315	"ENSRNOG00000054204"	"29627"	"Gria2"	106.322387628144	0.298972243132593	6.52983875642174	9.3194936750168e-06	0.00251145323100292	"glutamate ionotropic receptor AMPA type subunit 2 [Source:RGD Symbol;Acc:61862]"	"Neurodevelopmental Disorders; Status Epilepticus; visual epilepsy; allergic rhinitis; Olfaction Disorders; Death; Cocaine-Related Disorders; Hyperkinesis; withdrawal disorder; genetic disease; NEURODEVELOPMENTAL DISORDER WITH LANGUAGE IMPAIRMENT AND BEHAVIORAL ABNORMALITIES"
"15"	3760030	3804981	44952	"+"	3111	"ENSRNOG00000054782"	"24675"	"Ppp3cb"	103.401368763274	0.287690553046638	6.53108275667879	9.29935467390059e-06	0.00251145323100292	"protein phosphatase 3 catalytic subunit beta [Source:RGD Symbol;Acc:3383]"	"focal segmental glomerulosclerosis; Schizophrenia; Left Ventricular Hypertrophy; Right Ventricular Hypertrophy; Reperfusion Injury; cardiac hypertrophy; Aortic Valve Stenosis; genetic disease; Wilson disease"
"10"	65170560	65262804	92245	"+"	7371	"ENSRNOG00000004093"	"303350"	"Rnf135"	12.3345230102079	0.285895405757576	6.53246078719674	9.2770989736951e-06	0.00251145323100292	"ras homolog family member T1 [Source:RGD Symbol;Acc:1307023]"	"genetic disease; chromosome 17q11.2 deletion syndrome; Developmental Disabilities; Motor Neuron Disease; Neurofibromatosis 1; Cerebral Palsy; Autism Spectrum Disorder; Growth Disorders; lumbar vertebra mineral mass"
