"","seqnames","start","end","width","strand","Length","ensemblID","Symbol","EntrezID","meanExprs","logFC","AveExpr","t","P.Value","adj.P.Val","B","associated_phenotypes","gene_description"
"ENSRNOG00000023896","7",34092943,34097185,4243,"+",2767,"ENSRNOG00000023896","Dusp6","116663",8.325171895078,-0.724999839874598,5.10298969865272,-7.4880633426204,2.83578684373123e-06,0.00320767436674485,4.91969621900607,"pancreatitis; Hypogonadotropic Hypogonadism 19 with or without Anosmia; Animal Mammary Neoplasms; Leishmaniasis; Experimental Liver Cirrhosis; Experimental Mammary Neoplasms; Hyperalgesia; Myocardial Ischemia; visual epilepsy; Pain, Postoperative; hypogonadotropic hypogonadism 7 with or without anosmia; breast cancer; glioblastoma; Carcinoma; Brain Ischemia","dual specificity phosphatase 6 [Source:RGD Symbol;Acc:70978]"
"ENSRNOG00000049641","13",43307775,43313417,5643,"+",1750,"ENSRNOG00000049641","Rab29","171122",7.38489437836578,-0.635543157738388,4.25232308190859,-7.53617363883845,2.63549908191793e-06,0.00320767436674485,4.85954335252818,"parathyroid carcinoma; Autistic Disorder; gastrointestinal stromal tumor","RAB29, member RAS oncogene family [Source:RGD Symbol;Acc:620892]"
"ENSRNOG00000024557","10",93366136,93833131,466996,"+",4997,"ENSRNOG00000024557","Cep112","287776",7.88626856088382,0.517971573204886,3.87294614126865,7.58985545267021,2.42951362007617e-06,0.00320767436674485,4.90608039824029,"spermatogenic failure 44","centrosomal protein 112 [Source:RGD Symbol;Acc:1564168]"
"ENSRNOG00000008376","4",155960946,156025472,64527,"-",3946,"ENSRNOG00000008376","Slc2a3","25551",33.6721925974292,-0.485376579792722,7.6086622211074,-7.46869295727654,2.92090637467222e-06,0.00320767436674485,4.94966257997726,"type 2 diabetes mellitus; Germ Cell and Embryonal Neoplasms; Diabetes Mellitus; Experimental Diabetes Mellitus; Peroxisome Biogenesis Disorder 2B; juvenile rheumatoid arthritis; lipid storage disease; Acanthosis Nigricans; Klippel-Feil syndrome 3; autosomal dominant familial periodic fever; allergic contact dermatitis; Temtamy Syndrome; hypertension; Hyperphosphatemic Familial Tumoral Calcinosis 1; developmental and epileptic encephalopathy 21; Alzheimer's Disease; cataract; Insulin Resistance; Fetal Growth Retardation; Reperfusion Injury","solute carrier family 2 member 3 [Source:RGD Symbol;Acc:3706]"
"ENSRNOG00000048617","2",183185552,183194847,9296,"+",3033,"ENSRNOG00000048617","Ensa","60334",52.0660365534967,-0.440950471568247,7.82174239556437,-7.29103724224534,3.83968681678818e-06,0.00320767436674485,4.68780249984449,"gastrointestinal stromal tumor; parathyroid carcinoma; Myocardial Ischemia; severe congenital neutropenia 5; Spinal Cord Injuries; IMMUNODEFICIENCY 42; MHC class II deficiency; dyschromatosis symmetrica hereditaria","endosulfine alpha [Source:RGD Symbol;Acc:62007]"
"ENSRNOG00000042309","1",28615606,28630309,14704,"-",4152,"ENSRNOG00000042309","Kiaa0408L","292199",28.4462572903246,-0.397890143898616,6.84913275895397,-7.3374952405286,3.57325012839578e-06,0.00320767436674485,4.75442059276875,"","Kiaa0408-like [Source:RGD Symbol;Acc:1307525]"
"ENSRNOG00000011677","9",54876141,54960325,84185,"+",5708,"ENSRNOG00000011677","Slc39a10","363229",31.0154532562304,-0.378895868175321,7.7464531899806,-7.34333388912457,3.54117076138092e-06,0.00320767436674485,4.76542874930883,"Neoplasm Invasiveness; Neurodevelopmental Disorders","solute carrier family 39 member 10 [Source:RGD Symbol;Acc:1307321]"
"ENSRNOG00000064562","5",19329413,19333806,4394,"+",1966,"ENSRNOG00000064562",NA,"NULL",13.7691925798853,-0.371133144021584,4.66302118475358,-7.65647626457167,2.19723918994246e-06,0.00320767436674485,5.11523582960733,"",NA
"ENSRNOG00000017692","1",79180793,79212612,31820,"-",3158,"ENSRNOG00000017692","Ppp1r37","308398",29.2181613856106,-0.349294791382084,6.41854981192413,-7.35731986635775,3.46555598468494e-06,0.00320767436674485,4.78086023834061,"","protein phosphatase 1, regulatory subunit 37 [Source:RGD Symbol;Acc:1595870]"
"ENSRNOG00000056246","9",49344781,49416900,72120,"+",7030,"ENSRNOG00000056246","Gls","24398",59.850228467607,-0.310781039510545,8.72815273647583,-7.57667307813246,2.47847048559403e-06,0.00320767436674485,5.10975547117774,"Neurodevelopmental Disorders; Spontaneous Abortions; Infantile Cataract, Skin Abnormalities, Glutamate Excess, and Impaired Intellectual Development; Global Developmental Delay, Progressive Ataxia, and Elevated Glutamine; Osteoarthritis; Lymphangioleiomyomatosis; Tracheoesophageal Fistula; developmental and epileptic encephalopathy 71; Experimental Liver Cirrhosis","glutaminase [Source:RGD Symbol;Acc:2707]"
"ENSRNOG00000019584","6",128410316,128417522,7207,"+",1602,"ENSRNOG00000019584","Dlk1","114587",4.38138397662622,1.15610204687435,3.06716006442889,6.97319486683622,6.3280570382256e-06,0.00359113732069418,3.82919190089323,"Experimental Autoimmune Encephalomyelitis; Biliary Atresia; myelodysplastic syndrome; Fetal Growth Retardation; hepatocellular carcinoma; high grade glioma; Silver-Russell Syndrome 1; Kagami-Ogata syndrome","delta like non-canonical Notch ligand 1 [Source:RGD Symbol;Acc:619931]"
"ENSRNOG00000012175","3",157198872,157328325,129454,"-",5213,"ENSRNOG00000012175","Nfatc2","311658",4.44083652300549,0.828619070886393,2.86283203501845,6.97933475561598,6.26648443777756e-06,0.00359113732069418,3.75289176333087,"pulmonary hypertension; dilated cardiomyopathy 1A; type 2 diabetes mellitus; nervous system disease","nuclear factor of activated T-cells 2 [Source:RGD Symbol;Acc:1307690]"
"ENSRNOG00000007907","6",14004630,14063549,58920,"-",1671,"ENSRNOG00000007907","Tmem178a","362691",15.4370012501706,-0.786528215908031,5.31765151123661,-6.94086059189402,6.66299119831935e-06,0.00359113732069418,4.13670918014435,"Experimental Liver Cirrhosis; Neurodevelopmental Disorders","transmembrane protein 178A [Source:RGD Symbol;Acc:1303057]"
"ENSRNOG00000021663","5",9659213,9684684,25472,"-",3252,"ENSRNOG00000021663","Vxn","500393",46.4057469410739,-0.775507103187208,8.06711384734509,-7.15461752247255,4.75022318940569e-06,0.00359113732069418,4.48317553101699,"","vexin [Source:RGD Symbol;Acc:1561849]"
"ENSRNOG00000018294","3",18055405,18059891,4487,"+",2587,"ENSRNOG00000018294","Hspa5","25617",137.37136300977,-0.710712488220377,8.79450462490883,-7.01299392708804,5.93996216540791e-06,0.00359113732069418,4.26693421621769,"visual epilepsy; Reperfusion Injury; Dopamine Beta Hydroxylase Deficiency; transient cerebral ischemia; Pulmonary Fibrosis; Myocardial Infarction; myeloid neoplasm; hepatocellular carcinoma; chronic myeloid leukemia; respiratory allergy; Acute Lung Injury; Female Infertility; Contrast-Induced Nephropathy; Asbestosis; Acute Experimental Pancreatitis; spinocerebellar ataxia type 17; rheumatoid arthritis; esophagus squamous cell carcinoma; Diabetic Nephropathies; post-traumatic stress disorder; inflammatory bowel disease; Temporomandibular Joint Osteoarthritis; Hematologic Neoplasms; Spinal Cord Reperfusion Injury; obesity; Myocardial Reperfusion Injury; Zika fever; fatty liver disease; neuronal ceroid lipofuscinosis; Spinal Cord Injuries; Breast Neoplasms; high grade glioma; Nerve Degeneration; Chemical and Drug Induced Liver Injury; Ureteral Obstruction; Peripheral Nerve Injuries; experimental autoimmune myocarditis","heat shock protein family A (Hsp70) member 5 [Source:RGD Symbol;Acc:2843]"
"ENSRNOG00000066065","2",75816122,75864043,47922,"-",2046,"ENSRNOG00000066065","Basp1","64160",114.114471333107,-0.588485993163623,8.07298412968134,-7.10954184306212,5.09898937436586e-06,0.00359113732069418,4.41489524227825,"genetic disease; Neurodevelopmental Disorders; Carcinoma; Experimental Mammary Neoplasms; Animal Mammary Neoplasms","brain abundant, membrane attached signal protein 1 [Source:RGD Symbol;Acc:621491]"
"ENSRNOG00000005284","3",106726036,106734600,8565,"+",1813,"ENSRNOG00000005284","Itpka","81677",19.4749749772809,-0.561822618011491,6.13083107169474,-7.0297658075365,5.78399407126648e-06,0.00359113732069418,4.28963870476348,"colorectal cancer; Bloom Syndrome","inositol-trisphosphate 3-kinase A [Source:RGD Symbol;Acc:619950]"
"ENSRNOG00000062383","6",109665523,109679809,14287,"-",6300,"ENSRNOG00000062383","Dio2","65162",6.34017668259046,-0.552577672917881,5.77528791688259,-6.9437804607833,6.63199318619759e-06,0.00359113732069418,4.15680811966439,"obesity; Autism Spectrum Disorder; Endometriosis; Metabolic Syndrome; Insulin Resistance; thyroid gland disease; hypertension; Mesothelioma; type 2 diabetes mellitus","iodothyronine deiodinase 2 [Source:RGD Symbol;Acc:68418]"
"ENSRNOG00000018126","5",67681297,67801170,119874,"-",7466,"ENSRNOG00000018126","Abca1","313210",18.5020523570167,0.486739866427898,7.26047307647022,7.04716652164473,5.6267277218647e-06,0.00359113732069418,4.31997029222403,"Chronic Hepatitis C; Hypercholesterolemia; extrahepatic cholestasis; Delayed Hypersensitivity; peripheral nervous system disease; proximal symphalangism; primary biliary cholangitis; Hypoalphalipoproteinemias; Colorectal Neoplasms; Atherosclerosis; familial hyperlipidemia; hypolipoproteinemia; obesity; familial hypercholesterolemia; Coronary Disease; liver cancer; Metabolic Syndrome; Alzheimer's Disease; genetic disease; Tangier Disease; premature menopause; Hepatomegaly; fatty liver disease; membranous glomerulonephritis; breast carcinoma; acute promyelocytic leukemia; non-alcoholic steatohepatitis; hepatocellular carcinoma; High Myopia; Hyperlipoproteinemia Type II; primary hypoalphalipoproteinemia 1; Coronary Artery Disease; type 2 diabetes mellitus","ATP binding cassette subfamily A member 1 [Source:RGD Symbol;Acc:631344]"
"ENSRNOG00000005464","14",94996990,95004980,7991,"-",3734,"ENSRNOG00000005464","Lgalsl","360983",21.1115349527772,-0.386073713585594,6.61760805522689,-7.03758861232315,5.71272707513649e-06,0.00359113732069418,4.30454858992838,"Experimental Liver Cirrhosis","galectin-like [Source:RGD Symbol;Acc:1307414]"
"ENSRNOG00000010768","2",153324273,153381081,56809,"-",3745,"ENSRNOG00000010768","Kpna4","361959",28.1513554308366,-0.342400308606798,6.8097732797419,-7.09040982945366,5.25508148849641e-06,0.00359113732069418,4.38509783915859,"","karyopherin subunit alpha 4 [Source:RGD Symbol;Acc:1311483]"
"ENSRNOG00000007518","3",65417453,65492217,74765,"-",5406,"ENSRNOG00000007518","Nckap1","58823",121.608318087729,-0.329648492642873,9.80415625660357,-6.86972769372706,7.4672215037936e-06,0.00389882302766823,4.04314520605559,"Autistic Disorder; Neurodevelopmental Disorders; Developmental Disabilities; Autism Spectrum Disorder","NCK-associated protein 1 [Source:RGD Symbol;Acc:61939]"
"ENSRNOG00000018850","1",82953434,82955616,2183,"+",821,"ENSRNOG00000018850","Ttc9b","361528",20.7953337842042,-0.568867118114687,4.3035819860255,-6.82629283671388,8.00798927171287e-06,0.00391541837496432,3.87954359936327,"","tetratricopeptide repeat domain 9B [Source:RGD Symbol;Acc:1306256]"
"ENSRNOG00000018184","8",67635479,67662802,27324,"-",4554,"ENSRNOG00000018184","Tpm1","24851",24.2668354667312,-0.337524705991257,7.07470548550776,-6.81145481493227,8.20203753433991e-06,0.00391541837496432,3.95703285542091,"Dilated Cardiomyopathy with Left Ventricular Noncompaction; Long QT Syndrome; cardiomyopathy; Experimental Liver Cirrhosis; catecholaminergic polymorphic ventricular tachycardia 1; dilated cardiomyopathy; left ventricular noncompaction; esophagus squamous cell carcinoma; Keloid; hypertrophic cardiomyopathy; Pulmonary Atresia with Intact Ventricular Septum; catecholaminergic polymorphic ventricular tachycardia; atrial heart septal defect 1; hypertrophic cardiomyopathy 3; Ventricular Tachycardia; dilated cardiomyopathy 1Y; hypertrophic cardiomyopathy 1; familial hypertrophic cardiomyopathy; colorectal cancer; Bloom Syndrome; Esophageal Neoplasms; hypertension; Tetralogy of Fallot","tropomyosin 1 [Source:RGD Symbol;Acc:3898]"
"ENSRNOG00000020330","2",196205238,196287739,82502,"+",4353,"ENSRNOG00000020330","Wdr47","310785",39.1705109524649,-0.322474919013745,7.79960192200424,-6.81522086277297,8.15232226579977e-06,0.00391541837496432,3.96185734195779,"Autistic Disorder","WD repeat domain 47 [Source:RGD Symbol;Acc:1309181]"
"ENSRNOG00000004060","6",119487621,119498227,10607,"+",4030,"ENSRNOG00000004060","Calm1","24242",627.82832786527,-0.3919196843934,11.9000846426068,-6.77815943039986,8.65568936448638e-06,0.00398839575562553,3.89436459238759,"","calmodulin 1 [Source:RGD Symbol;Acc:2257]"
"ENSRNOG00000015967","5",146354152,146355331,1180,"-",657,"ENSRNOG00000015967",NA,"NULL",50.3904147094451,-0.377290056750674,5.69701515713683,-6.76568844438439,8.83233438820592e-06,0.00398839575562553,3.88374278241058,"",NA
"ENSRNOG00000065974","10",79489909,79499573,9665,"-",2248,"ENSRNOG00000065974","Rsad1","688146",4.4705357153008,0.660946350823447,2.27963992828886,6.71151742858217,9.64479911502649e-06,0.00410594642548137,3.10049122917204,"","radical S-adenosyl methionine domain containing 1 [Source:RGD Symbol;Acc:1592414]"
"ENSRNOG00000021384","9",56126747,56427508,300762,"-",7545,"ENSRNOG00000021384","Ankrd44","301415",6.27579477681071,0.625534514204947,4.6444302696249,6.67321505404125,1.02664414741513e-05,0.00410594642548137,3.71828799127427,"Neurodevelopmental Disorders","ankyrin repeat domain 44 [Source:RGD Symbol;Acc:1561893]"
"ENSRNOG00000004544","3",63786650,63843237,56588,"+",2275,"ENSRNOG00000004544","Ube2e3","295686",30.1860738197142,-0.451910376959404,6.22445090160913,-6.6890172835996,1.00050182612314e-05,0.00410594642548137,3.76662693968701,"","ubiquitin-conjugating enzyme E2E 3 [Source:RGD Symbol;Acc:1308894]"
"ENSRNOG00000004067","6",61329863,61702992,373130,"+",8284,"ENSRNOG00000004067","Nrcam","497815",98.9227978204773,-0.389242464430616,9.98083948908063,-6.70721742296865,9.71257195115619e-06,0.00410594642548137,3.78670386615386,"Autistic Disorder; Breast Neoplasms; substance-related disorder; High Myopia; Colorectal Neoplasms; Autism Spectrum Disorder; Pleomorphic Xanthoastrocytoma; NEURODEVELOPMENTAL DISORDER WITH NEUROMUSCULAR AND SKELETAL ABNORMALITIES","neuronal cell adhesion molecule [Source:RGD Symbol;Acc:3209]"
"ENSRNOG00000020185","8",109268079,109274499,6421,"-",4282,"ENSRNOG00000020185","Wdr6","301007",63.0838762054862,0.359403545462933,8.0890201497772,6.65565940814106,1.05653106309764e-05,0.00410594642548137,3.70978686322696,"Dwarfism; Aicardi-Goutieres Syndrome 1","WD repeat domain 6 [Source:RGD Symbol;Acc:1307649]"
"ENSRNOG00000005550","6",79467961,79822815,354855,"+",3012,"ENSRNOG00000005550","Lrfn5","314164",25.7519004873501,-0.310824766545302,6.30836657148468,-6.6555538376669,1.0567135282242e-05,0.00410594642548137,3.71403336694731,"genetic disease; brain-lung-thyroid syndrome","leucine rich repeat and fibronectin type III domain containing 5 [Source:RGD Symbol;Acc:1309357]"
"ENSRNOG00000068487","15",75786994,75797589,10596,"-",2336,"ENSRNOG00000068487","Mzt1","692032",12.2150473124811,-0.492992814522397,5.15211252506876,-6.63563912498133,1.09173301108502e-05,0.00414560798845647,3.67333574172478,"chromosome 13q14 deletion syndrome","mitotic spindle organizing protein 1 [Source:RGD Symbol;Acc:1592140]"
"ENSRNOG00000000040","13",67389044,67421272,32229,"-",5025,"ENSRNOG00000000040","RGD1304622","305101",3.04061288646566,0.862986188950058,3.00192327117363,6.60171840747243,1.15421798136403e-05,0.00419232044187612,3.30339167661538,"1q24 Deletion Syndrome; gastrointestinal stromal tumor; parathyroid carcinoma; autosomal recessive chronic granulomatous disease cytochrome b-positive type II","similar to 6820428L09 protein [Source:RGD Symbol;Acc:1304622]"
"ENSRNOG00000065519","6",48960883,48964139,3257,"+",3257,"ENSRNOG00000065519",NA,"NULL",5.14132745214084,-0.592845333450029,4.50336353866205,-6.60212815056022,1.15344117889758e-05,0.00419232044187612,3.58424940472501,"",NA
"ENSRNOG00000026643","8",15374471,15399162,24692,"+",3976,"ENSRNOG00000026643","Chordc1","315447",21.3994021737203,-0.802441765055381,6.58883755644401,-6.57852277202559,1.19910160028869e-05,0.00426267862502627,3.5920863707295,"Intellectual Disability; chronic myeloid leukemia; Neurodevelopmental Disorders","cysteine and histidine rich domain containing 1 [Source:RGD Symbol;Acc:1304679]"
"ENSRNOG00000054204","2",165947521,166069510,121990,"-",7315,"ENSRNOG00000054204","Gria2","29627",106.322387628144,-0.289893190998252,10.2094948303614,-6.56510057128531,1.22590767718904e-05,0.00426718030634886,3.55865429995306,"Status Epilepticus; Hyperkinesis; Neurodevelopmental Disorders; withdrawal disorder; Death; visual epilepsy; Olfaction Disorders; allergic rhinitis; Cocaine-Related Disorders; NEURODEVELOPMENTAL DISORDER WITH LANGUAGE IMPAIRMENT AND BEHAVIORAL ABNORMALITIES; genetic disease","glutamate ionotropic receptor AMPA type subunit 2 [Source:RGD Symbol;Acc:61862]"
"ENSRNOG00000005046","6",52738758,52765547,26790,"-",1903,"ENSRNOG00000005046","Tspan13","366602",84.8609559107617,-0.443410258812705,7.43695609755598,-6.54565424201652,1.26586675479592e-05,0.00431634729370005,3.53667769785983,"Pleomorphic Xanthoastrocytoma","tetraspanin 13 [Source:RGD Symbol;Acc:1311788]"
"ENSRNOG00000069472","13",99461286,99472242,10957,"+",7100,"ENSRNOG00000069472",NA,"NULL",1.5942857828716,1.29286675867127,2.39052234692538,6.4298334207542,1.53398779186845e-05,0.00439432724218366,2.83749362665731,"",NA
"ENSRNOG00000016889","17",1681324,1829376,148053,"+",3171,"ENSRNOG00000016889","Fancc","24361",1.62522909115059,0.745198694816907,1.8464970232301,6.43471060361488,1.5215715577272e-05,0.00439432724218366,2.49342522955261,"IGSF1 deficiency syndrome; Fanconi anemia complementation group C; primary ovarian insufficiency; obesity; breast cancer; Fanconi Anemia; ovarian cancer; Insulin Resistance; Intellectual Disability; pancreatic cancer; tongue squamous cell carcinoma; hyperinsulinism; Female Infertility; aspirin-induced respiratory disease; acute myeloid leukemia; hereditary breast ovarian cancer syndrome; Hereditary Neoplastic Syndromes; Pancytopenia; Fanconi anemia complementation group A; colon carcinoma; nevoid basal cell carcinoma syndrome; toxic shock syndrome","FA complementation group C [Source:RGD Symbol;Acc:2593]"
"ENSRNOG00000029165","12",21641969,21669930,27962,"-",2509,"ENSRNOG00000029165","Stx1a","116470",22.0171041707705,-0.741124682538075,6.34545723194513,-6.47487453453945,1.42324790184716e-05,0.00439432724218366,3.42813620915615,"Hirschsprung's disease; disease of mental health; intestinal volvulus; sickle cell anemia; Creutzfeldt-Jakob disease; Neurodevelopmental Disorders; Autistic Disorder; Volvulus Of Midgut; Schizophrenia; Autism Spectrum Disorder; Williams-Beuren syndrome; Pleomorphic Xanthoastrocytoma; Epilepsy","syntaxin 1A [Source:RGD Symbol;Acc:69430]"
"ENSRNOG00000026985","8",45003538,45051522,47985,"-",7737,"ENSRNOG00000026985","Phldb1","171434",25.852125744748,0.7125647712523,6.91137124408159,6.4838800811662,1.40213148226701e-05,0.00439432724218366,3.43892183269588,"Dwarfism; congenital myasthenic syndrome 13; Immunodeficiency 19; Chromosome 11, Partial Trisomy 11q; congenital disorder of glycosylation Ij; high grade glioma; Long QT Syndrome 10; Glycogen Storage Disease IB; CD3epsilon deficiency; inflammatory bowel disease 28; immunodeficiency 18; immunodeficiency 17","pleckstrin homology-like domain, family B, member 1 [Source:RGD Symbol;Acc:620878]"
"ENSRNOG00000006705","3",124201877,124220162,18286,"-",2975,"ENSRNOG00000006705","Mkks","311456",7.04656503774393,-0.704809450098551,4.45067860832029,-6.37018055785327,1.69475378315633e-05,0.00439432724218366,3.22418373299698,"congenital myasthenic syndrome 18; genetic disease; Bardet-Biedl Syndrome 6; BARDET-BIEDL SYNDROME 2/6, DIGENIC; Bardet-Biedl Syndrome; congenital heart disease; Bardet-Biedl syndrome 1; Nephronophthisis; McKusick Kaufman Syndrome; obesity; developmental and epileptic encephalopathy 12; fundus dystrophy; Alagille Syndrome","McKusick-Kaufman syndrome [Source:RGD Symbol;Acc:1308814]"
"ENSRNOG00000048145","6",75832530,75836802,4273,"+",3906,"ENSRNOG00000048145","Sstr1","25033",5.09735140799401,-0.688256667216478,5.03594291919817,-6.3726455585591,1.68777195081535e-05,0.00439432724218366,3.25823772198716,"brain-lung-thyroid syndrome; Experimental Diabetes Mellitus; Status Epilepticus; pancreatic cancer; neuroendocrine tumor","somatostatin receptor 1 [Source:RGD Symbol;Acc:3762]"
"ENSRNOG00000007645","13",84779741,84787928,8188,"-",3010,"ENSRNOG00000007645","Kcnj9","116560",21.7765584920682,-0.534280468923125,5.98848822352549,-6.36827405191633,1.70017452127858e-05,0.00439432724218366,3.25818370976791,"EAST syndrome; parathyroid carcinoma; AUTOIMMUNE INTERSTITIAL LUNG, JOINT, AND KIDNEY DISEASE; familial hemiplegic migraine; gastrointestinal stromal tumor","potassium inwardly-rectifying channel, subfamily J, member 9 [Source:RGD Symbol;Acc:621440]"
"ENSRNOG00000003256","10",25176234,25181641,5408,"-",3005,"ENSRNOG00000003256","Ccng1","25405",51.6368310008741,-0.511198599815451,7.81730738093852,-6.37392990887545,1.6841461396271e-05,0.00439432724218366,3.25819345699551,"Muscular Atrophy; hereditary breast ovarian cancer syndrome; head and neck cancer; ovary epithelial cancer; Alzheimer's Disease; Liver Metastasis; hepatocellular carcinoma; Experimental Liver Neoplasms; lung cancer; Leiomyoma; localized osteosarcoma; urinary bladder cancer; Experimental Liver Cirrhosis; pancreatic cancer; Traumatic Brain Injuries; Breast Adenocarcinoma; Reperfusion Injury; cervix uteri carcinoma in situ; lung metastasis; ovarian serous carcinoma; Uterine Cervical Neoplasms; sarcoma; ovarian carcinoma; breast cancer; Lung Neoplasms; ovarian cancer; papillomavirus infectious disease","cyclin G1 [Source:RGD Symbol;Acc:2295]"
"ENSRNOG00000024636","4",42102941,42109566,6626,"-",4813,"ENSRNOG00000024636","Gpr85","64020",9.80120995718272,-0.507252657359083,5.93658460234423,-6.35523365152204,1.73774323316887e-05,0.00439432724218366,3.2373346207059,"Neurodevelopmental Disorders; Pleomorphic Xanthoastrocytoma","G protein-coupled receptor 85 [Source:RGD Symbol;Acc:71011]"
"ENSRNOG00000048981","6",106913530,106921345,7816,"+",1398,"ENSRNOG00000048981","Ahsa1","681996",48.7265853392214,-0.499307828907336,6.43850151843211,-6.34752319873373,1.76036544265336e-05,0.00439432724218366,3.22218800461181,"hereditary sensory and autonomic neuropathy type 1C","activator of Hsp90 ATPase activity 1 [Source:RGD Symbol;Acc:1589285]"
"ENSRNOG00000026791","19",52336751,52402397,65647,"-",2497,"ENSRNOG00000026791","Pgbd5","292098",23.9483496813597,-0.495297669527298,6.43701979194965,-6.38022961095943,1.66647961460026e-05,0.00439432724218366,3.27516915255461,"rhabdoid cancer; Neoplastic Cell Transformation; gastrointestinal stromal tumor; parathyroid carcinoma","piggyBac transposable element derived 5 [Source:RGD Symbol;Acc:1310825]"
