"","seqnames","start","end","width","strand","Length","ensemblID","Symbol","EntrezID","meanExprs","logFC","AveExpr","t","P.Value","adj.P.Val","B","associated_phenotypes","gene_description"
"ENSRNOG00000016385","5",165958484,165970411,11928,"-",2247,"ENSRNOG00000016385","Gabrd","29689",9.85329627906804,1.03939282710947,4.5509841130093,6.8101191240278,2.69268157988803e-05,0.0241750622301745,2.930065374107,"Generalized Epilepsy; Immunodeficiency 16; Epilepsy; Generalized Epilepsy with Febrile Seizures Plus, Type 5; hepatocellular carcinoma; Schizophrenia; chromosome 1p36 deletion syndrome; Peroxisome Biogenesis Disorder, Complementation Group 7; idiopathic generalized epilepsy; congenital myasthenic syndrome 8; Goldberg-Shprintzen syndrome; Shprintzen-Goldberg Craniosynostosis; postpartum depression; Joubert Syndrome 25; Ehlers-Danlos syndrome spondylodysplastic type 2; idiopathic generalized epilepsy 10; Dilated Cardiomyopathy 1LL; Intellectual Disability; immunodeficiency 38; Neurodevelopmental Disorders","gamma-aminobutyric acid type A receptor subunit delta [Source:RGD Symbol;Acc:61901]"
"ENSRNOG00000010270","5",162626560,162660256,33697,"-",3705,"ENSRNOG00000010270","Espn","56227",3.06428662111449,1.01924941598781,4.59373833172446,7.26856386979563,1.47218569760856e-05,0.0241750622301745,3.51560418623493,"vestibular disease; genetic disease; Usher Syndrome Type 1M; Deafness; Nephronophthisis; Neurodevelopmental Disorders; autosomal recessive nonsyndromic deafness 36; distal spinal muscular atrophy type 4; sensorineural hearing loss; autosomal recessive nonsyndromic deafness; Usher syndrome type 1","espin [Source:RGD Symbol;Acc:620652]"
"ENSRNOG00000059793","10",100334216,100401474,67259,"+",2396,"ENSRNOG00000059793","Rab37","100364984",4.07948967868343,0.989361370032647,4.36143925126829,6.58506758977687,3.6570750516184e-05,0.0241750622301745,2.63629827588213,"","RAB37, member RAS oncogene family [Source:RGD Symbol;Acc:2319982]"
"ENSRNOG00000011425","5",71911135,72065443,154309,"-",4861,"ENSRNOG00000011425","Ptpn3","362524",23.6307485525007,0.825860441393573,7.73469642783449,7.15419639206597,1.70734928923633e-05,0.0241750622301745,3.2894622556597,"diastolic heart failure; prostate cancer","protein tyrosine phosphatase, non-receptor type 3 [Source:RGD Symbol;Acc:1311363]"
"ENSRNOG00000001130","12",38626714,38710945,84232,"-",4642,"ENSRNOG00000001130","Nos1","24598",10.7389403489443,-0.772652775595462,5.16516861993643,-6.90184610791996,2.38125841267828e-05,0.0241750622301745,3.05741633201322,"mental depression; hypertrophic pyloric stenosis; Retinopathy of Prematurity; Alzheimer's Disease; renovascular hypertension; Fever; Sepsis; cardiomyopathy; nervous system disease; Duchenne muscular dystrophy; portal hypertension; Acute Necrotizing Pancreatitis; temporal lobe epilepsy; Right Ventricular Hypertrophy; impotence; End Stage Liver Disease; Ventricular Remodeling; Neuralgia; Nephrotic Syndrome; acute kidney failure; human influenza; chronic obstructive pulmonary disease; Status Epilepticus; Parkinson's disease; asthma; fetal alcohol spectrum disorder; Hypoxia; Nerve Degeneration; Intestinal Perforation; Urethral Obstruction; Heat Stroke; Diabetic Retinopathy; Motor Neuron Disease; Fetal Growth Retardation; Dehydration; hypertension; Prehypertension; Intracranial Aneurysm; visual epilepsy; Parkinsonism; Spinal Cord Injuries; cerebellar disease; Carbon Monoxide Poisoning; amphetamine abuse; transient cerebral ischemia; Experimental Diabetes Mellitus; Brain Ischemia; type 1 diabetes mellitus; Experimental Radiation Injuries; obesity; achalasia; disease of mental health; alcoholic cardiomyopathy; Memory Disorders; Cardiomegaly; Reperfusion Injury; Morphine Dependence; Hepatic Encephalopathy; Bronchial Hyperreactivity; Arteriosclerosis; Hyperalgesia; Urination Disorders; Stroke; Schizophrenia; Neurobehavioral Manifestations; Fetal Hypoxia; type 2 diabetes mellitus; Diabetic Nephropathies; congestive heart failure; Cystic Fibrosis; Infantile Hypertrophic Pyloric Stenosis 1; major depressive disorder","nitric oxide synthase 1 [Source:RGD Symbol;Acc:3184]"
"ENSRNOG00000008936","5",145440346,145452212,11867,"+",4339,"ENSRNOG00000008936","Map3k6","313022",6.83380090110958,0.718079546903134,5.91977832524892,7.65803085254339,8.99242746077376e-06,0.0241750622301745,3.98798716005532,"","mitogen-activated protein kinase kinase kinase 6 [Source:RGD Symbol;Acc:1304625]"
"ENSRNOG00000019321","8",121153500,121160084,6585,"-",844,"ENSRNOG00000019321","Cck","25298",74.019736882005,0.705279997681966,5.7145799375564,6.72259951196729,3.03074693439693e-05,0.0241750622301745,2.80319599528954,"Hallucinations; Drug-Induced Dyskinesia; Fever; Bulimia; pancreatitis; Hyperalgesia; congenital muscular dystrophy-dystroglycanopathy type A8; Gallstones; Inflammation; Anorexia; Neurobehavioral Manifestations; morbid obesity; Metabolic Syndrome; toxic encephalopathy; Parkinson's disease; Experimental Diabetes Mellitus; Catalepsy; Unconsciousness; Pain; gastric ulcer; Hyperkinesis; gastrointestinal system disease; visual epilepsy; cataract; liver disease","cholecystokinin [Source:RGD Symbol;Acc:2288]"
"ENSRNOG00000027024","13",65887530,65892857,5328,"+",2483,"ENSRNOG00000027024","Rgs16","360857",12.0206278528837,0.670129863753125,5.89170411177469,6.82254593819762,2.64805070073726e-05,0.0241750622301745,2.92729410370949,"1q24 Deletion Syndrome; parathyroid carcinoma; gastrointestinal stromal tumor; autosomal recessive chronic granulomatous disease cytochrome b-positive type II","regulator of G-protein signaling 16 [Source:RGD Symbol;Acc:1589741]"
"ENSRNOG00000002773","13",81936775,81943068,6294,"-",2952,"ENSRNOG00000002773","Rgs4","29480",52.5026044718175,0.668133371398498,7.16640913918347,7.20727771838832,1.59354809857117e-05,0.0241750622301745,3.37546577164061,"Epilepsy; Parkinsonism; Experimental Seizures; Endometriosis; gastrointestinal stromal tumor; lesion of sciatic nerve; bladder disease; parathyroid carcinoma; Status Epilepticus; Hyperalgesia; Drug-Induced Dyskinesia; hypertension; opioid abuse","regulator of G-protein signaling 4 [Source:RGD Symbol;Acc:3567]"
"ENSRNOG00000005600","3",41689851,41697877,8027,"-",3445,"ENSRNOG00000005600","Nr4a2","54278",21.8684961338561,0.662712688708194,6.79336587882307,6.57745451345666,3.69556803442485e-05,0.0241750622301745,2.52983131348762,"animal toxoplasmosis; Schizophrenia; Neurodevelopmental Disorders; skin disease; Parkinson's disease; Autistic Disorder; juvenile rheumatoid arthritis; Parkinsonism; psoriatic arthritis; genetic disease; Arsenic Poisoning; Autism Spectrum Disorder; late onset Parkinson's disease; Epilepsy; Episodic Ataxia Type 9; Vitamin D Deficiency; Developmental Disabilities; Colorectal Neoplasms","nuclear receptor subfamily 4, group A, member 2 [Source:RGD Symbol;Acc:3202]"
"ENSRNOG00000016011","1",40311221,40434063,122843,"+",4501,"ENSRNOG00000016011","Plekhg1","679812",29.4408720815448,0.653573931505932,8.16205752404655,6.58582137512326,3.65328717723543e-05,0.0241750622301745,2.4993354201492,"prostate cancer; Tobacco Use Disorder","pleckstrin homology and RhoGEF domain containing G1 [Source:RGD Symbol;Acc:1583676]"
"ENSRNOG00000067971","1",194943826,194948460,4635,"-",3768,"ENSRNOG00000067971","Sprn","541462",29.6950395957136,0.628279534110617,6.75558249421782,7.13658969204291,1.74699645113337e-05,0.0241750622301745,3.29519826956829,"distal 10q deletion syndrome","shadow of prion protein [Source:RGD Symbol;Acc:1561845]"
"ENSRNOG00000020865","1",199751439,199900069,148631,"-",4791,"ENSRNOG00000020865","Ano1","309135",11.1640883664908,0.624461719315718,6.72872662525979,6.89078520014265,2.41667704315282e-05,0.0241750622301745,2.96426748704107,"Intellectual Disability","anoctamin 1 [Source:RGD Symbol;Acc:1310786]"
"ENSRNOG00000010617","7",114759010,114880940,121931,"-",7451,"ENSRNOG00000010617","Scube1","315174",35.4503211235429,0.580200694487592,8.90500574535452,6.79049041269406,2.76482651753616e-05,0.0241750622301745,2.76060620720256,"DEVELOPMENTAL DELAY WITH VARIABLE INTELLECTUAL IMPAIRMENT AND BEHAVIORAL ABNORMALITIES; Phelan-McDermid syndrome; Intellectual Disability","signal peptide, CUB domain and EGF like domain containing 1 [Source:RGD Symbol;Acc:1309015]"
"ENSRNOG00000020650","1",95649745,95661588,11844,"+",2971,"ENSRNOG00000020650","Slc17a7","116638",193.154123888518,0.529212163660513,7.7088718941223,6.5495776808469,3.84025721662389e-05,0.0241750622301745,2.4593317850477,"learning disability; Memory Disorders; transient cerebral ischemia; Sciatic Neuropathy; developmental and epileptic encephalopathy 12; visual epilepsy","solute carrier family 17 member 7 [Source:RGD Symbol;Acc:620101]"
"ENSRNOG00000008431","5",60947526,61288104,340579,"-",5560,"ENSRNOG00000008431","Gabbr2","83633",93.6818839357584,0.520774703970675,9.471839748649,6.68815041564371,3.17603262870074e-05,0.0241750622301745,2.60646039920854,"Autistic Disorder; NEURODEVELOPMENTAL DISORDER WITH POOR LANGUAGE AND LOSS OF HAND SKILLS; nicotine dependence; genetic disease; Generalized Epilepsy; Intellectual Disability; developmental and epileptic encephalopathy 59; Rett Syndrome; Epilepsy; Nephronophthisis","gamma-aminobutyric acid type B receptor subunit 2 [Source:RGD Symbol;Acc:619864]"
"ENSRNOG00000009448","6",103398838,103432206,33369,"+",6995,"ENSRNOG00000009448","Papln","314297",2.34726824487998,0.964386978259369,4.94357143923182,6.46138892460071,4.33927623842376e-05,0.0253364616270756,2.4830834692671,"Intellectual Disability","papilin, proteoglycan-like sulfated glycoprotein [Source:RGD Symbol;Acc:1311176]"
"ENSRNOG00000060087","10",28255025,28312919,57895,"-",2484,"ENSRNOG00000060087","Adra1b","24173",6.08374532428244,0.804855262687877,4.94835415625963,6.42747015397735,4.54928087630039e-05,0.0253364616270756,2.43624361524361,"kidney disease; Hypotension; toxic encephalopathy; hyperinsulinism; Cardiomegaly; hypertension; Insulin Resistance; Experimental Liver Cirrhosis; visual epilepsy; Polycystic Ovary Syndrome; Nerve Degeneration","adrenoceptor alpha 1B [Source:RGD Symbol;Acc:2054]"
"ENSRNOG00000016708","3",143049478,143075361,25884,"-",3162,"ENSRNOG00000016708","Necab3","311562",30.0466881235359,0.540042761160932,7.4986039774191,6.44082207679242,4.46534599728032e-05,0.0253364616270756,2.31338765515044,"lung small cell carcinoma; hepatocellular carcinoma; glioblastoma; Sjogren's Syndrome; chronic myeloid leukemia; pancreatic ductal adenocarcinoma; viral encephalitis; lung adenocarcinoma; disease of cellular proliferation; Long QT Syndrome; urinary bladder cancer; lung non-small cell carcinoma; Osteosarcoma; prostate cancer; Alzheimer's Disease; high grade glioma; Neoplasm Metastasis; melanoma; Chemical and Drug Induced Liver Injury; Huntington's Disease; lung squamous cell carcinoma; Pancreatic Adenocarcinoma; type 1 diabetes mellitus; pancreatic cancer; Breast Neoplasms; Dementia","E2F transcription factor 1 [Source:RGD Symbol;Acc:728892]"
"ENSRNOG00000003807","10",88635331,88657035,21705,"-",4660,"ENSRNOG00000003807","Wnt9b","303586",1.79698625953165,1.30737992793891,4.01660132446752,6.38078308122682,4.85627651624024e-05,0.0253558337604194,2.32875163094036,"renal hypoplasia; chronic kidney disease; progressive myoclonus epilepsy","Wnt family member 9B [Source:RGD Symbol;Acc:1309574]"
"ENSRNOG00000008810","3",7861872,7870614,8743,"+",3208,"ENSRNOG00000008810","Nsmf","117536",117.25058635726,0.579477039639804,8.34620848069453,6.38926395726833,4.79890568441047e-05,0.0253558337604194,2.21442415074103,"Pituitary Stalk Interruption Syndrome; Experimental Liver Cirrhosis; autosomal dominant intellectual developmental disorder 8; Carcinoma; Animal Mammary Neoplasms; Kleefstra Syndrome 1; Epilepsy; developmental and epileptic encephalopathy 14; Experimental Mammary Neoplasms; Hypogonadotropic Hypogonadism 9 with or without Anosmia; hypogonadotropic hypogonadism 7 with or without anosmia; autosomal dominant nocturnal frontal lobe epilepsy 5","NMDA receptor synaptonuclear signaling and neuronal migration factor [Source:RGD Symbol;Acc:619819]"
"ENSRNOG00000070508","5",118392796,119058019,665224,"+",1180,"ENSRNOG00000070508",NA,"NULL",5.81962514988706,-1.38091173470558,2.77449397972974,-6.15489820646397,6.68828748326224e-05,0.031927973505813,1.77724942700451,"",NA
"ENSRNOG00000001198","12",41986780,42033682,46903,"-",3560,"ENSRNOG00000001198","Fam222a","498193",10.5476338406639,0.573413630828407,6.16937094635082,6.16036208404856,6.63616263340812e-05,0.031927973505813,1.97971191483677,"","family with sequence similarity 222, member A [Source:RGD Symbol;Acc:1565883]"
"ENSRNOG00000001628","11",35800713,35861725,61013,"+",712,"ENSRNOG00000001628","Pcp4","25510",177.178031705097,0.554138152504952,7.66324605252382,6.18399589337514,6.4156372560371e-05,0.031927973505813,1.93764559311386,"Experimental Mammary Neoplasms; Autistic Disorder; Status Epilepticus; Water-Electrolyte Imbalance; Huntington's Disease; Leiomyoma; Colonic Neoplasms","Purkinje cell protein 4 [Source:RGD Symbol;Acc:3271]"
"ENSRNOG00000010378","4",115725592,115810323,84732,"+",5183,"ENSRNOG00000010378","Slc4a5","297386",10.6442626023287,-1.83341654877039,3.91032005606713,-6.07028647839721,7.55370087119012e-05,0.0333478664960509,1.92753883764733,"","solute carrier family 4 member 5 [Source:RGD Symbol;Acc:1303009]"
"ENSRNOG00000048433","3",158405423,158850128,444706,"+",4231,"ENSRNOG00000048433","Tshz2","100911757",11.8419832010593,-0.93980032341041,4.41061431156159,-6.08826540539599,7.36029683741028e-05,0.0333478664960509,1.97984135100744,"Amenorrhea","teashirt zinc finger homeobox 2 [Source:RGD Symbol;Acc:6490867]"
"ENSRNOG00000000542","20",8692963,8946772,253810,"+",15144,"ENSRNOG00000000542","Dnah8","207117",1.28358744601941,0.731190335603943,5.20059859299684,6.06746835583706,7.58450399120143e-05,0.0333478664960509,1.91301286297245,"primary ciliary dyskinesia; disease by infectious agent; Cocaine-Related Disorders; spermatogenic failure 46; substance-related disorder; prostate cancer; Paranoid Disorders; Kartagener Syndrome","dynein, axonemal, heavy chain 8 [Source:RGD Symbol;Acc:619986]"
"ENSRNOG00000005286","6",69031167,69045109,13943,"+",2625,"ENSRNOG00000005286","Coch","362735",6.97676624713325,-1.1867182507627,3.69437313356141,-5.95197391067163,8.96950440203286e-05,0.0347248950912692,1.7604345650449,"sensorineural hearing loss; Lipoyltransferase 1 Deficiency; Deafness; brain-lung-thyroid syndrome; autosomal recessive nonsyndromic deafness 110; Usher syndrome; Nonsyndromic Deafness; Hearing Loss; Nonsyndromic Sensorineural Hearing Loss; autosomal dominant nonsyndromic deafness 9","cochlin [Source:RGD Symbol;Acc:1308536]"
"ENSRNOG00000020579","8",109604861,109637252,32392,"+",9222,"ENSRNOG00000020579","Col7a1","301012",0.957722111768599,0.935504751453441,4.13370157554153,5.93388852509997,9.20973537303766e-05,0.0347248950912692,1.76601244468222,"recessive dystrophic epidermolysis bullosa; Epidermolysis Bullosa Dystrophica, Autosomal Recessive, Localisata Variant; Hepatoblastoma; Failure to Thrive; Hyperpigmentation; Transient Bullous Dermolysis of the Newborn; distal myopathy; Breast Neoplasms; lung non-small cell carcinoma; Aicardi-Goutieres Syndrome 1; Epidermolysis Bullosa Pruriginosa; nonsyndromic congenital nail disorder 4; Disease Progression; Cicatrix; nonsyndromic congenital nail disorder 8; autosomal dominant dystrophic epidermolysis bullosa; genetic disease; Colorectal Neoplasms; Epidermolysis Bullosa with Congenital Localized Absence of Skin and Deformity of Nails; epidermolytic hyperkeratosis; pretibial dystrophic epidermolysis bullosa; Dwarfism; microcephaly; Epidermolysis Bullosa Dystrophica","collagen type VII alpha 1 chain [Source:RGD Symbol;Acc:1311417]"
"ENSRNOG00000002336","14",36590782,36665844,75063,"+",1833,"ENSRNOG00000002336","Gabra4","140675",53.910931099456,0.673785924925677,6.93988245380329,5.96568648487767,8.79180906032423e-05,0.0347248950912692,1.654617548177,"Autistic Disorder; Ataxia","gamma-aminobutyric acid type A receptor subunit alpha 4 [Source:RGD Symbol;Acc:621670]"
"ENSRNOG00000006093","4",109701815,109717184,15370,"+",2923,"ENSRNOG00000006093","LRRTM1","679668",17.52432897456,0.633387455027552,5.58625206711958,5.90837440653261,9.56036134904468e-05,0.0347248950912692,1.66698472135046,"Schizophrenia","leucine rich repeat transmembrane neuronal 1 [Source:RGD Symbol;Acc:1585921]"
"ENSRNOG00000054371","1",65832855,65859384,26530,"-",3148,"ENSRNOG00000054371","Prkcg","24681",78.1616864210351,0.614798341038741,7.8812342918343,5.91240231994873,9.50407643197876e-05,0.0347248950912692,1.53184908727366,"spinocerebellar ataxia type 14; Intellectual Disability; retinitis pigmentosa; Familial Cold Autoinflammatory Syndrome 2; Spinal Cord Injuries; autosomal dominant cerebellar ataxia; Trigeminal Neuralgia; Spinocerebellar Ataxias; genetic disease; primary cerebellar degeneration; Hyperalgesia; cerebellar ataxia; hereditary ataxia; Animal Disease Models; middle cerebral artery infarction","protein kinase C, gamma [Source:RGD Symbol;Acc:3397]"
"ENSRNOG00000019560","1",155813180,155915434,102255,"+",4522,"ENSRNOG00000019560","Pde2a","81743",114.918887796212,0.496892528174154,9.09292413725403,5.96489613820864,8.8019483292685e-05,0.0347248950912692,1.566583814824,"cardiomyopathy; INTELLECTUAL DEVELOPMENTAL DISORDER WITH PAROXYSMAL DYSKINESIA OR SEIZURES; Intellectual Disability; Alzheimer's Disease; Breast Neoplasms; dystonia; Left Ventricular Hypertrophy; choreatic disease; Muscle Hypotonia","phosphodiesterase 2A [Source:RGD Symbol;Acc:620965]"
"ENSRNOG00000005404","3",104170013,104230056,60044,"-",4674,"ENSRNOG00000005404","Rasgrp1","29434",68.261824052292,0.482678538701273,7.41576351518496,5.95579058146331,8.91966488199658e-05,0.0347248950912692,1.61074904524374,"Immunodeficiency 64; Endometriosis; acute myeloid leukemia; colorectal cancer; rheumatoid arthritis; systemic lupus erythematosus; Bloom Syndrome; Legius Syndrome","RAS guanyl releasing protein 1 [Source:RGD Symbol;Acc:3539]"
"ENSRNOG00000051837","14",44482287,44670299,188013,"-",5229,"ENSRNOG00000051837","Nwd2","289633",88.9559433083995,0.47107710791854,9.82625290460444,6.00669414658309,8.2824226608262e-05,0.0347248950912692,1.60978155499393,"","NACHT and WD repeat domain containing 2 [Source:RGD Symbol;Acc:1563065]"
"ENSRNOG00000001793","11",66957190,67095051,137862,"-",12116,"ENSRNOG00000001793","Heg1","689710",11.1663636548425,0.479932989326311,7.47395083463587,5.87911364656822,9.98004862749669e-05,0.0354780111634499,1.49446498876644,"Primary Lymphedema with Myelodysplasia; Alkaptonuria","heart development protein with EGF-like domains 1 [Source:RGD Symbol;Acc:1564641]"
"ENSRNOG00000007027","4",18677101,18745409,68309,"-",2635,"ENSRNOG00000007027","Hgf","24446",4.38121597959212,-2.95884889522311,0.119195560113826,-5.78520090013143,0.000114648023075791,0.0383107833910064,-0.383017678778543,"Liver Cirrhosis; Atrial Fibrillation; Epilepsy; malignant astrocytoma; autosomal recessive nonsyndromic deafness 39; interstitial lung disease; pancreatitis; Brain Infarction; Hearing Loss; Experimental Liver Cirrhosis; Retina Reperfusion Injury; Pleomorphic Xanthoastrocytoma; Spinal Cord Injuries; Rhinosinusitis; Pain; Experimental Neoplasms; Pulmonary Fibrosis; dermatomyositis; Diabetic Retinopathy; thrombosis; Myopia; inverted papilloma; Myocardial Infarction; Gallbladder Neoplasms; Experimental Diabetes Mellitus; bilirubin metabolic disorder; Stroke; angle-closure glaucoma; Experimental Melanoma; Polyomavirus Infections; Arteriosclerosis; Sciatic Neuropathy; Barrett's esophagus; Nerve Sheath Neoplasms; Copper-Overload Cirrhosis; Retinal Neovascularization; Vitiligo; acute myeloid leukemia; Myocardial Ischemia; diabetic neuropathy; hepatocellular carcinoma; Retinopathy of Prematurity; Wounds and Injuries; rheumatoid arthritis; Chronic Hepatitis; Skin Neoplasms; Diabetes Mellitus; vascular disease; Parkinson's disease; Acute Liver Failure; Reperfusion Injury; Experimental Liver Neoplasms; systemic scleroderma; adult-onset Still's disease; Neoplasm Invasiveness; cardiomyopathy; Liver Injury; Myositis; Retinal Degeneration; obesity; Optic Nerve Injuries; Polymyositis; Meningioma; Liver Neoplasms; high grade glioma; Nasal Polyps; malignant mesothelioma; breast cancer; Choroidal Neovascularization; Neovascular Inflammatory Vitreoretinopathy; Schizophrenia; squamous cell carcinoma; hypertension; pancreatic cancer; Cholesteatoma; Metabolic Syndrome; Lentigo; carotid artery disease; Neoplasm Metastasis; Graft vs Host Disease; central nervous system disease; Cholangiocarcinoma; Facial Nerve Injuries; retinitis pigmentosa; Keratoconus; biliary tract benign neoplasm; Penetrating Wounds; localized scleroderma; neuroblastoma; tongue squamous cell carcinoma; Limb Ischemia; Diabetic Nephropathies; Coronary Artery Disease","hepatocyte growth factor [Source:RGD Symbol;Acc:2794]"
"ENSRNOG00000003950","18",39607722,39675165,67444,"+",3311,"ENSRNOG00000003950","Lvrn","502160",7.28831999476941,0.599950609311765,5.59445653103139,5.80898408743123,0.000110678163100638,0.0383107833910064,1.50140360996269,"familial adenomatous polyposis 1; Autistic Disorder; Hereditary Neoplastic Syndromes; Neurodevelopmental Disorders","laeverin [Source:RGD Symbol;Acc:1562779]"
"ENSRNOG00000013829","8",55401702,55415165,13464,"-",1978,"ENSRNOG00000013829","Chrna3","25101",45.4467327066926,0.471182151427699,7.38182084272336,5.79232317875028,0.000113443531930298,0.0383107833910064,1.36230036717572,"nicotine dependence; lung carcinoma; alcohol use disorder; Lung Neoplasms; lung adenocarcinoma; lung non-small cell carcinoma; visual epilepsy; colorectal cancer; Carbon Monoxide Poisoning; Transplant Rejection; stomach cancer; amyotrophic lateral sclerosis; lung small cell carcinoma; lung cancer; mental depression; Bloom Syndrome; BLADDER DYSFUNCTION, AUTONOMIC, WITH IMPAIRED PUPILLARY REFLEX AND SECONDARY CAKUT; Tobacco Use Disorder; chronic obstructive pulmonary disease","cholinergic receptor nicotinic alpha 3 subunit [Source:RGD Symbol;Acc:2345]"
"ENSRNOG00000048933","3",107553161,107565157,11997,"+",2384,"ENSRNOG00000048933",NA,"NULL",7.52618517175412,1.03766804981292,3.94409219260502,5.70871894220235,0.000128474293675717,0.0391697600103796,1.45031645907143,"","similar to Centrosomal protein of 27 kDa (Cep27 protein) [Source:RGD Symbol;Acc:1593362]"
